"bpid","mlbid","Name","Age","Team","WARP","DRA.","DRA","DRA.SD","cFIP","G","GS","GR","IP","W","L","SV","ERA","RA9","FIP","WHIP","K.","BB.","K.BB","Whiff.","sbid","SPR"
1117,282332,"CC Sabathia",36,"NYY",2.7,107,5.02,0.59,106,27,27,0,148.7,14,5,0,3.69,3.87,4.49,1.27,19.3,8,2.4,21.1,"CSABATHIA-L",0.974933497565488
68404,519141,"Drew Pomeranz",28,"BOS",2.7,101,4.73,0.55,97,32,32,0,173.7,17,6,0,3.32,3.58,3.84,1.35,23.5,9.3,2.5,24,"DPOMERANZ-L",0.993876462843747
48258,450203,"Charlie Morton",33,"HOU",2.7,82,3.86,0.52,80,25,25,0,146.7,14,7,0,3.62,3.99,3.46,1.19,26.4,8.1,3.3,25.8,"CMORTON-R",1.00307612449489
51645,500779,"José Quintana",28,"",2.7,85,4.01,0.46,86,32,32,0,188.7,11,11,0,4.15,4.39,3.68,1.22,26.2,7.7,3.4,21.3,"JQUINTANA-L",0.980268410257488
60921,573185,"Dan Straily",28,"MIA",2.7,99,4.66,0.54,106,33,33,0,181.7,10,9,0,4.26,4.46,4.58,1.3,22.1,7.8,2.8,26.6,"DSTRAILY-R",1.0029413098799
70437,605182,"Mike Clevinger",26,"CLE",2.6,89,4.2,0.57,96,27,21,6,121.7,12,6,0,3.11,3.4,3.85,1.25,27.3,12,2.3,31.2,"MCLEVINGER-R",0.984947972069926
70306,543243,"Sonny Gray",27,"",2.6,95,4.47,0.43,94,27,27,0,162.3,10,12,0,3.55,4.38,3.9,1.21,22.6,8.4,2.7,27.4,"SGRAY-R",1.00980725997463
46084,457918,"J.A. Happ",34,"TOR",2.4,96,4.52,0.54,95,25,25,0,145.3,10,11,0,3.53,3.96,3.76,1.31,22.7,7.3,3.1,22.2,"JHAPP-L",0.995750024088527
45571,433589,"Yusmeiro Petit",32,"LAA",2.4,84,3.97,0.54,93,60,1,59,91.3,5,2,4,2.76,3.15,2.85,0.95,28.5,5.1,5.6,24.1,"YPETIT-R",1.00087331045327
50704,501381,"Michael Pineda",28,"NYY",2.4,95,4.46,0.57,91,17,17,0,96.3,8,4,0,4.39,5.14,4.66,1.29,22.4,5.1,4.4,26.4,"MPINEDA-R",1.00806687689531
57743,518516,"Madison Bumgarner",27,"SFO",2.4,98,4.58,0.57,101,17,17,0,111,4,9,0,3.32,3.32,3.95,1.09,22.4,4.4,5,21.8,"MBUMGARNER-L",0.987485706835404
56723,517593,"Danny Salazar",27,"CLE",2.3,77,3.61,0.63,79,23,19,4,103,5,6,0,4.28,4.46,3.48,1.34,33,10,3.3,34.6,"DSALAZAR-R",1.00130567470527
59304,502624,"Chase Anderson",29,"MIL",2.3,85,4,0.44,93,25,25,0,141.3,12,4,0,2.74,2.99,3.58,1.09,23.4,7.2,3.2,24.4,"CANDERSON-R",0.993581854240744
68694,592791,"Jameson Taillon",25,"PIT",2.2,98,4.6,0.49,91,25,25,0,133.7,8,7,0,4.44,4.65,3.48,1.48,21.3,7.8,2.7,20.4,"JTAILLON-R",0.996237300259068
45595,450306,"Jason Vargas",34,"KAN",2.2,114,5.38,0.61,111,32,32,0,179.7,18,11,0,4.16,4.21,4.67,1.33,17.7,7.7,2.3,23.7,"JVARGAS-L",0.984872170608391
70271,605483,"Blake Snell",24,"TAM",2.2,107,5.03,0.71,106,24,24,0,129.3,5,7,0,4.04,4.52,4.19,1.33,21.8,10.8,2,26.4,"BSNELL-L",1.0007454316334
100945,622491,"Luis Castillo",24,"CIN",2.2,73,3.41,0.52,79,15,15,0,89.3,3,7,0,3.12,3.22,3.74,1.07,27.3,8.9,3.1,28.4,"LCASTILLO-R",0.989224472509655
68565,643338,"Chad Green",26,"NYY",2.1,61,2.86,0.56,67,40,1,39,69,5,0,0,1.83,1.83,1.75,0.74,40.7,6.7,6.1,36,"CGREEN-R",0.999157403683281
105417,659275,"Dinelson Lamet",24,"SDG",2.1,82,3.85,0.55,93,21,21,0,114.3,7,8,0,4.57,4.96,4.35,1.24,28.7,11.1,2.6,29.3,"DLAMET-R",1.00248898156104
45558,435221,"Brandon McCarthy",33,"LOS",2,103,4.86,0.59,105,19,16,3,92.7,6,4,0,3.98,4.18,3.28,1.25,18.8,7,2.7,19.4,"BMCCARTHY-R",0.993791368010194
70988,607352,"Joe Biagini",27,"TOR",2,107,5.03,0.64,100,44,18,26,119.7,3,13,1,5.34,5.87,4.27,1.4,18.8,8.1,2.3,19.5,"JBIAGINI-R",1.00835809371853
100521,621121,"Lance McCullers Jr.",23,"HOU",1.9,80,3.78,0.52,73,22,22,0,118.7,7,4,0,4.25,4.63,3.1,1.3,25.8,7.8,3.3,28.1,"LMCCULLERS-R",1.00597585716161
104855,656756,"Jordan Montgomery",24,"NYY",1.8,102,4.8,0.57,103,29,29,0,155.3,9,7,0,3.88,4.17,4.07,1.23,22.2,7.9,2.8,27.1,"JMONTGOMERY-L",1.01212205066422
67588,593958,"Eduardo Rodriguez",24,"BOS",1.8,98,4.6,0.66,100,25,24,1,137.3,6,7,0,4.19,4.33,3.97,1.28,25.8,8.6,3,26.5,"ERODRIGUEZ-L",0.991057790461766
49832,467100,"Iván Nova",30,"PIT",1.8,110,5.15,0.55,104,31,31,0,187,11,14,0,4.14,4.62,4.46,1.28,16.7,4.6,3.6,18.3,"INOVA-R",1.00254655665777
52032,458708,"Josh Tomlin",32,"CLE",1.8,113,5.31,0.69,104,26,26,0,141,10,9,0,4.98,5.11,4.12,1.28,18.6,2.4,7.8,19.8,"JTOMLIN-R",1.00813175142176
100206,592866,"Trevor Williams",25,"PIT",1.8,102,4.77,0.5,103,31,25,6,150.3,7,9,0,4.07,4.37,4.03,1.31,18.2,8.1,2.3,19.5,"TWILLIAMS-R",0.999803563746298
70977,605200,"Zach Davies",24,"MIL",1.7,112,5.27,0.6,107,33,33,0,191.3,17,9,0,3.9,4.23,4.22,1.35,15.2,6.7,2.3,17.9,"ZDAVIES-R",0.986032378367217
57745,519144,"Rick Porcello",28,"BOS",1.7,117,5.48,0.63,107,33,33,0,203.3,11,17,0,4.65,5.53,4.6,1.4,20.5,5.4,3.8,21.2,"RPORCELLO-R",1.01125924351753
47415,456501,"Johnny Cueto",31,"SFO",1.7,105,4.92,0.62,106,25,25,0,147.3,8,8,0,4.52,4.7,4.49,1.45,21,8.2,2.6,23.2,"JCUETO-R",1.00181847764667
70826,548389,"Ross Stripling",27,"LOS",1.6,85,3.97,0.58,88,49,2,47,74.3,3,5,2,3.75,3.75,3.68,1.18,24.3,6.3,3.9,25.5,"RSTRIPLING-R",0.998399015874426
70913,596133,"Luke Weaver",23,"STL",1.6,77,3.6,0.61,77,13,10,3,60.3,7,2,0,3.88,4.03,3.17,1.26,28.6,6.7,4.2,23.4,"LWEAVER-R",0.994264459534446
58857,543557,"Mike Montgomery",27,"CUB",1.6,99,4.66,0.53,100,44,14,30,130.7,7,8,3,3.38,3.58,4.07,1.21,18.5,10.2,1.8,20.7,"MMONTGOMERY-L",1.00717069112995
101991,621389,"Ty Blach",26,"SFO",1.5,124,5.83,0.64,117,34,24,10,163.7,8,12,0,4.78,5,4.42,1.36,10.5,6.2,1.7,15.6,"TBLACH-L",1.00711416786768
57181,517414,"Randall Delgado",27,"ARI",1.4,85,3.98,0.58,88,26,5,21,62.7,1,2,1,3.59,4.45,3.16,1.18,23.2,5.4,4.3,28,"RDELGADO-R",1.00142688253816
69156,542882,"Matt Andriese",27,"TAM",1.4,106,4.99,0.68,105,18,17,1,86,5,5,1,4.5,5.02,4.93,1.37,20.3,7.5,2.7,24.6,"MANDRIESE-R",1.01239656277521
68557,592332,"Kevin Gausman",26,"BAL",1.4,111,5.23,0.66,101,34,34,0,186.7,11,12,0,4.68,4.77,4.48,1.49,21.9,8.7,2.5,26,"KGAUSMAN-R",0.99382439035508
59626,571578,"Patrick Corbin",27,"ARI",1.4,97,4.57,0.47,92,33,32,1,189.7,14,13,0,4.03,4.6,4.08,1.42,21.5,7.4,2.9,25.6,"PCORBIN-L",1.01126677773046
102061,601713,"Nick Pivetta",24,"PHI",1.4,89,4.18,0.57,92,26,26,0,133,8,10,0,6.02,6.16,4.87,1.51,24,9.8,2.5,22.2,"NPIVETTA-R",0.998611192881715
65947,542881,"Tyler Anderson",27,"COL",1.3,98,4.61,0.63,98,17,15,2,86,6,6,0,4.81,5.02,4.67,1.33,22.4,7.2,3.1,24.9,"TANDERSON-L",1.00279735198857
101060,622608,"Antonio Senzatela",22,"COL",1.3,97,4.57,0.54,101,36,20,16,134.7,10,5,0,4.68,4.81,4.52,1.3,18.1,8.3,2.2,17.9,"ASENZATELA-R",1.01169178675176
66960,592222,"Alex Claudio",25,"TEX",1.3,96,4.5,0.54,89,70,1,69,82.7,4,2,11,2.5,2.83,3.21,1.04,17.3,4.6,3.7,21.3,"ACLAUDIO-L",1.00264713258089
58410,458681,"Lance Lynn",30,"STL",1.2,97,4.57,0.45,110,33,33,0,186.3,11,8,0,3.43,3.86,4.82,1.23,19.7,10.1,2,22.7,"LLYNN-R",0.991193463011793
70753,605164,"Dylan Bundy",24,"BAL",1.2,105,4.94,0.56,110,28,28,0,169.7,13,9,0,4.24,4.35,4.38,1.2,21.8,7.3,3,25.5,"DBUNDY-R",0.993144941822876
70473,605397,"Joe Musgrove",24,"HOU",1.2,98,4.63,0.62,97,38,15,23,109.3,7,8,2,4.77,4.86,4.38,1.33,21.2,6.1,3.5,25.6,"JMUSGROVE-R",1.01035909908367
67148,592836,"Taijuan Walker",24,"ARI",1.2,93,4.35,0.47,95,28,28,0,157.3,9,9,0,3.49,4.35,4.04,1.33,21.3,8.9,2.4,21.7,"TWALKER-R",1.00945002321722
70547,607188,"Jake Faria",23,"TAM",1.2,98,4.61,0.66,102,16,14,2,86.7,5,4,0,3.43,3.63,4.12,1.18,23.5,8.7,2.7,29,"JFARIA-R",0.988012611134654
70485,605452,"Joe Ross",24,"WAS",1.1,105,4.94,0.85,105,13,13,0,73.7,5,3,0,5.01,5.38,4.99,1.47,21.1,6.2,3.4,23.4,"JROSS-R",1.00846701697738
69614,606131,"Luis Perdomo",24,"SDG",1.1,117,5.48,0.6,102,29,29,0,163.7,8,11,0,4.67,5.33,4.4,1.51,16.5,9.1,1.8,21.6,"LPERDOMO-R",0.994888678629796
52353,450729,"Doug Fister",33,"BOS",1.1,98,4.59,0.59,95,18,15,3,90.3,5,9,0,4.88,5.48,3.98,1.38,21.2,9.7,2.2,19.6,"DFISTER-R",0.998282950399476
69637,606160,"Rafael Montero",26,"NYM",1.1,109,5.11,0.71,101,34,18,16,119,5,11,0,5.52,5.67,4.37,1.75,20.7,12.2,1.7,24.4,"RMONTERO-R",0.988975439124932
50199,502239,"Trevor Cahill",29,"",1.1,92,4.34,0.6,89,21,14,7,84,4,3,0,4.93,5.36,5.28,1.62,22.8,11.8,1.9,27.4,"TCAHILL-R",0.998929024921729
47279,445926,"Jesse Chavez",33,"LAA",1.1,117,5.51,0.66,115,38,21,17,138,7,11,0,5.35,5.41,5.09,1.4,20.3,7.7,2.6,20.9,"JCHAVEZ-R",1.00843837702133
104863,656794,"Sean Newcomb",24,"ATL",1.1,99,4.64,0.7,100,19,19,0,100,4,9,0,4.32,4.59,4.19,1.57,23.7,12.5,1.9,27.4,"SNEWCOMB-L",1.00271694625474
58731,527054,"Julio Teheran",26,"ATL",1.1,117,5.48,0.58,118,32,32,0,188.3,11,13,0,4.49,4.92,4.95,1.37,18.6,8.9,2.1,21.6,"JTEHERAN-R",1.00178809420938
67132,592789,"Noah Syndergaard",24,"NYM",1,70,3.29,0.8,72,7,7,0,30.3,1,2,0,2.97,4.15,1.31,1.05,27.4,2.4,11.3,29.8,"NSYNDERGAARD-R",1.00621522263068
31361,425794,"Adam Wainwright",35,"STL",1,108,5.06,0.67,103,24,23,1,123.3,12,5,0,5.11,5.33,4.29,1.5,17.6,8.2,2.1,17.8,"AWAINWRIGHT-R",1.00605591882342
70957,607219,"Sal Romano",23,"CIN",1,101,4.75,0.68,99,16,16,0,87,5,8,0,4.45,5.07,4.24,1.47,19,9.6,2,22.1,"SROMANO-R",0.996689148743995
50098,502032,"Bud Norris",32,"LAA",0.9,91,4.3,0.69,95,60,3,57,62,2,6,19,4.21,4.21,3.9,1.34,27.7,10.1,2.7,30,"BNORRIS-R",1.00388430584414
886,407793,"John Lackey",38,"CUB",0.9,100,4.71,0.56,108,31,30,1,170.7,12,12,0,4.59,4.9,5.3,1.28,20.4,7.3,2.8,23.5,"JLACKEY-R",0.986675014412069
66941,592170,"Parker Bridwell",25,"LAA",0.9,122,5.72,0.77,121,21,20,1,121,10,3,0,3.64,3.87,4.84,1.2,14.8,6.1,2.4,20.6,"PBRIDWELL-R",0.984739894533222
48674,453385,"Clayton Richard",33,"SDG",0.9,113,5.29,0.57,96,32,32,0,197.3,8,15,0,4.79,5.2,4.23,1.52,17.6,6.9,2.6,20.2,"CRICHARD-L",1.00467398145168
68702,592811,"Andrew Triggs",28,"OAK",0.8,110,5.17,0.76,104,12,12,0,65.3,5,6,0,4.27,5.79,4.47,1.33,17.7,6.7,2.6,24.6,"ATRIGGS-R",1.0132723261239
71017,596001,"Jakob Junis",24,"KAN",0.7,108,5.09,0.69,106,20,16,4,98.3,9,3,0,4.3,4.76,4.55,1.28,19,5.9,3.2,22,"JJUNIS-R",0.99702985737067
100324,608718,"Brent Suter",27,"MIL",0.7,98,4.61,0.63,99,22,14,8,81.7,3,2,0,3.42,3.64,3.75,1.29,18.8,6.5,2.9,21.6,"BSUTER-L",0.99139042404029
103721,640455,"Sean Manaea",25,"OAK",0.7,108,5.06,0.62,100,29,29,0,158.7,12,10,0,4.37,4.99,4.1,1.4,20.2,7.9,2.5,25.4,"SMANAEA-L",1.00461725524511
58441,543521,"Collin McHugh",30,"HOU",0.7,112,5.24,0.95,107,12,12,0,63.3,5,2,0,3.55,3.84,3.82,1.29,22.9,7.4,3.1,27.7,"CMCHUGH-R",0.988278405252398
42750,448306,"James Shields",35,"CWS",0.7,120,5.62,0.86,118,21,21,0,117,5,7,0,5.23,5.54,5.83,1.44,20,10.3,1.9,24.7,"JSHIELDS-R",0.997173875787129
100261,608337,"Lucas Giolito",22,"CWS",0.7,98,4.59,0.72,104,7,7,0,45.3,3,3,0,2.38,2.78,4.94,0.95,19,6.7,2.8,22.6,"LGIOLITO-R",0.991340908137912
65801,502043,"Kyle Gibson",29,"MIN",0.7,123,5.76,0.66,108,29,29,0,158,12,10,0,5.07,5.3,4.85,1.53,17.5,8.7,2,23.3,"KGIBSON-R",0.999913461501264
65855,518452,"Chad Bettis",28,"COL",0.6,107,5.05,0.77,106,9,9,0,46.3,2,4,0,5.05,5.24,4.88,1.36,15,5.5,2.7,20.5,"CBETTIS-R",0.997269361782964
100323,608717,"Chris Stratton",26,"SFO",0.6,106,4.96,0.8,104,13,10,3,58.7,4,4,1,3.68,3.84,4.01,1.48,19.9,10.9,1.8,22.2,"CSTRATTON-R",0.990969013302734
68086,595918,"A.J. Cole",25,"WAS",0.6,108,5.08,0.83,111,11,8,3,52,3,5,0,3.81,3.98,5.2,1.5,19.2,11.8,1.6,24.4,"ACOLE-R",0.997364906121607
67604,593974,"Wandy Peralta",25,"CIN",0.6,86,4.04,0.57,90,69,0,69,64.7,3,4,0,3.76,3.9,4.16,1.19,21.7,9.1,2.4,31.6,"WPERALTA-R",0.999585478341415
70921,596071,"Dillon Peters",24,"MIA",0.6,108,5.06,1.06,98,6,6,0,31.3,1,2,0,5.17,5.17,4.69,1.63,19.4,13.7,1.4,24.8,"DPETERS-L",1.00554591158461
103071,642564,"Francis Martes",21,"HOU",0.6,87,4.1,0.76,91,32,4,28,54.3,5,2,0,5.8,6.63,4.45,1.51,27.7,12.4,2.2,30.5,"FMARTES-R",0.997368346741196
70760,543542,"Alex Meyer",27,"LAA",0.5,97,4.55,0.77,102,13,13,0,67.3,4,5,0,3.74,4.01,4.14,1.34,25.7,14.4,1.8,28,"AMEYER-R",1.00358639940681
103484,643493,"Austin Pruitt",27,"TAM",0.5,111,5.24,0.74,103,30,8,22,83,7,5,1,5.31,5.96,4.27,1.51,17.8,5.9,3,22.3,"APRUITT-R",0.991666088614355
45622,444857,"Scott Feldman",34,"CIN",0.5,103,4.85,0.66,104,21,21,0,111.3,7,7,0,4.77,5.01,5.04,1.36,19.7,7.4,2.7,20.6,"SFELDMAN-R",0.992272412187656
68855,595191,"Jerad Eickhoff",26,"PHI",0.5,105,4.94,0.64,104,24,24,0,128,4,8,0,4.71,5.2,4.3,1.52,20.5,9.2,2.2,21.9,"JEICKHOFF-R",1.01601536925158
68759,594835,"Marco Gonzales",25,"",0.5,123,5.78,1.06,107,11,8,3,40,1,1,0,6.08,6.08,5.06,1.75,17.3,5.9,2.9,22,"MGONZALES-L",1.0102421261508
58507,543606,"Jake Odorizzi",27,"TAM",0.5,108,5.1,0.66,119,28,28,0,143.3,10,8,0,4.14,5.02,5.43,1.24,21,10.1,2.1,25.3,"JODORIZZI-R",1.00519139293615
53026,612672,"Wei-Yin Chen",31,"MIA",0.5,114,5.34,0.85,113,9,5,4,33,2,1,0,3.82,3.82,3.73,1.03,18.9,6.8,2.8,19.4,"WCHEN-L",0.998007149261362
57473,519043,"Matt Moore",28,"SFO",0.4,115,5.41,0.69,112,32,31,1,174.3,6,15,0,5.52,5.99,4.75,1.53,18.7,8.5,2.2,20,"MMOORE-L",1.01302161246545
58241,543022,"Tyler Chatwood",27,"COL",0.4,103,4.82,0.54,102,33,25,8,147.7,8,15,1,4.69,4.81,4.94,1.44,19,12.2,1.6,24.3,"TCHATWOOD-R",1.0001326346045
61000,572140,"Tyler Skaggs",25,"LAA",0.4,125,5.86,0.89,111,16,16,0,85,2,6,0,4.55,4.87,4.56,1.39,20.8,7.7,2.7,20.1,"TSKAGGS-L",1.0003734331424
54694,456034,"David Price",31,"BOS",0.4,106,4.97,0.78,105,16,11,5,74.7,6,3,0,3.38,3.62,3.64,1.19,24,7.6,3.2,26,"DPRICE-L",1.00234520527393
102639,641771,"Chad Kuhl",24,"PIT",0.4,105,4.95,0.57,103,31,31,0,157.3,8,11,0,4.35,4.63,4.24,1.47,20.9,10.6,2,23.3,"CKUHL-R",1.00143594583929
105384,596043,"Daniel Mengden",24,"OAK",0.4,118,5.54,0.92,115,7,7,0,43,3,2,0,3.14,3.35,4.25,1.05,17.2,5.3,3.2,21.4,"DMENGDEN-R",0.989926608613806
70069,607625,"Seth Lugo",27,"NYM",0.3,106,4.96,0.7,103,19,18,1,101.3,7,5,0,4.71,5.06,3.95,1.37,19.5,5.7,3.4,20.8,"SLUGO-R",1.00117466333968
69123,501992,"Nate Karns",29,"KAN",0.3,95,4.46,0.81,94,9,8,1,45.3,2,2,0,4.17,4.17,4.48,1.19,27.1,6.9,3.9,29.3,"NKARNS-R",0.992850305992555
66339,570666,"Luis Cessa",25,"NYY",0.3,111,5.21,0.86,109,10,5,5,36,0,3,0,4.75,5.25,5.69,1.47,18.8,10.6,1.8,25.6,"LCESSA-R",1.00031189781661
60812,542432,"Jose Ramirez",27,"ATL",0.3,103,4.86,0.76,108,68,0,68,62,2,3,0,3.19,3.77,4.88,1.19,21.7,11.2,1.9,27.3,"JRAMIREZ-R",0.989062712911439
45534,430935,"Cole Hamels",33,"TEX",0.3,109,5.14,0.64,111,24,24,0,148,11,6,0,4.2,4.5,4.62,1.2,17.1,8.6,2,21.6,"CHAMELS-L",1.00607800787401
66213,554430,"Zack Wheeler",27,"NYM",0.3,102,4.78,0.74,101,17,17,0,86.3,3,7,0,5.21,5.53,5.03,1.59,21,10.4,2,21.9,"ZWHEELER-R",1.00833094345154
66039,548357,"Christian Bergman",29,"SEA",0.2,136,6.4,1.05,125,13,8,5,54,4,5,0,5,5.17,5.82,1.41,14.3,6.5,2.2,16.5,"CBERGMAN-R",0.999404176062442
103737,628333,"Odrisamer Despaigne",30,"MIA",0.2,123,5.76,0.85,123,18,8,10,58.3,2,3,1,4.01,4.78,4.15,1.39,12.2,9.4,1.3,16.8,"ODESPAIGNE-R",0.997967442405091
102077,608665,"Kendall Graveman",26,"OAK",0.2,119,5.61,0.71,107,19,19,0,105.3,6,4,0,4.19,4.27,4.33,1.39,15.8,7.2,2.2,17.4,"KGRAVEMAN-R",0.992584785946106
100519,621112,"Paul Blackburn",23,"OAK",0.2,126,5.92,0.81,116,10,10,0,58.7,3,1,0,3.22,3.38,4.38,1.26,9.2,6.7,1.4,13.9,"PBLACKBURN-R",0.995061577967183
68692,592779,"Brock Stewart",25,"LOS",0.1,110,5.16,0.84,112,17,4,13,34.3,0,0,1,3.41,4.72,4.73,1.37,19.7,12.9,1.5,24.3,"BSTEWART-R",1.00705344509191
58407,543475,"Jordan Lyles",26,"",0.1,105,4.94,0.62,102,38,5,33,69.7,1,5,0,7.75,7.88,5.68,1.69,17,6.8,2.5,21.8,"JLYLES-R",1.00769175070829
100188,572403,"Drew VerHagen",26,"DET",0.1,108,5.08,0.88,102,24,2,22,34.3,0,3,0,5.77,5.77,6.27,1.49,17.2,6.2,2.8,21.3,"DVERHAGEN-R",1.00176577427303
66991,592314,"Mike Foltynewicz",25,"ATL",0.1,104,4.88,0.53,105,29,28,1,154,10,13,0,4.79,5.03,4.33,1.48,20.7,8.5,2.4,23.2,"MFOLTYNEWICZ-R",0.997897744758361
57286,474463,"Brett Anderson",29,"",0.1,130,6.13,0.88,111,13,13,0,55.3,4,4,0,6.34,6.67,4.1,1.7,15.1,8.4,1.8,21.2,"BANDERSON-L",1.00521923645337
