"Ngames","obsrate","MAE1","MAE2","MAE3","RMSE1","RMSE2","RMSE3","Acc1","Acc2","Acc3","AccOpen","AccClose"
110,0.15400243803332,2.59801160268791,2.46641756854893,2.4608660382467,3.48873202927171,3.32708828146724,3.31274953609979,0.545454545454545,0.381818181818182,0.381818181818182,0.281818181818182,0.327272727272727
144,0.17635107679805,2.24862167378524,2.17862976033567,2.18077937718354,2.94753185666879,2.97074914150492,2.95667531758546,0.625,0.652777777777778,0.680555555555556,0.229166666666667,0.263888888888889
108,0.205607476635514,2.50829622904408,2.37502407846903,2.35395161270701,2.9621385907838,2.82668919827204,2.81147182109122,0.425925925925926,0.481481481481481,0.462962962962963,0.212962962962963,0.240740740740741
130,0.227549776513612,2.74206667200223,2.66131150219611,2.63571504587965,3.46737004092202,3.33495831380398,3.3314513219532,0.553846153846154,0.569230769230769,0.569230769230769,0.253846153846154,0.292307692307692
112,0.253961804144657,2.40600377582197,2.25396690052093,2.26395623889578,2.8555074428047,2.72927538314204,2.70222190128307,0.625,0.553571428571429,0.535714285714286,0.276785714285714,0.321428571428571
134,0.276716781796018,2.25178727359116,2.27945669691029,2.28731009563873,2.88416445804448,2.97195132357605,2.98317157763199,0.507462686567164,0.477611940298507,0.522388059701492,0.223880597014925,0.291044776119403
112,0.303941487200325,2.69635416467014,2.6869616103999,2.71934604556338,3.66281308082913,3.69846308413757,3.71805969026857,0.571428571428571,0.607142857142857,0.410714285714286,0.214285714285714,0.267857142857143
140,0.326696464851686,2.19388918985852,2.12732553706533,2.11456139882447,2.74730078207173,2.69467040219431,2.68202032577886,0.557142857142857,0.4,0.6,0.307142857142857,0.321428571428571
108,0.355140186915888,2.33763664212769,2.253596518576,2.27089077917427,2.89423732873917,2.88790167301033,2.88191511530236,0.518518518518518,0.518518518518518,0.666666666666667,0.259259259259259,0.231481481481481
130,0.377082486793986,2.70876121887253,2.652750776166,2.63788521851457,3.49668828138773,3.44679906079516,3.42841426595752,0.569230769230769,0.538461538461538,0.538461538461538,0.238461538461538,0.276923076923077
110,0.40349451442503,2.4852267024498,2.4016894112924,2.39924247003157,3.1544214448658,3.08237663080065,3.06932264662642,0.545454545454545,0.545454545454545,0.545454545454545,0.254545454545455,0.263636363636364
140,0.42584315318976,2.25850073461435,2.24181661290025,2.26030436816061,3.03216902863663,3.01823166503773,3.02351541637337,0.542857142857143,0.528571428571429,0.542857142857143,0.271428571428571,0.292857142857143
112,0.454286875253962,2.75190852558103,2.83349732327153,2.81216421546878,3.40563146047381,3.49431730818977,3.4703772472176,0.553571428571429,0.535714285714286,0.571428571428571,0.223214285714286,0.285714285714286
142,0.477041852905323,2.66869054832765,2.63416947047212,2.62012665458026,3.6644035388463,3.67387565994548,3.64810579367918,0.563380281690141,0.549295774647887,0.577464788732394,0.253521126760563,0.28169014084507
112,0.505891913856156,2.6229101566513,2.50943452816103,2.47090721382907,3.28769039322255,3.23210992287643,3.19508420357634,0.428571428571429,0.428571428571429,0.571428571428571,0.205357142857143,0.214285714285714
120,0.528646891507517,2.26621147631437,2.20597558178873,2.22124066423671,2.88717675579373,2.82915008412637,2.8645308782566,0.616666666666667,0.65,0.6,0.258333333333333,0.291666666666667
