"Ngames","obsrate","MAE1","MAE2","MAE3","RMSE1","RMSE2","RMSE3","Acc1","Acc2","Acc3","AccOpen","AccClose"
108,0.155221454693214,2.58178512960431,2.58812142247905,2.58812142247905,3.4298802556585,3.46754016581175,3.46754016581175,0.425925925925926,0.574074074074074,0.574074074074074,0.212962962962963,0.25
138,0.177163754571312,2.64535909173737,2.42173897085511,2.42201509367757,3.28996054087966,3.11297853034387,3.11312295796877,0.536231884057971,0.521739130434783,0.521739130434783,0.253623188405797,0.27536231884058
126,0.205201137748883,2.44897965834775,2.26244915989386,2.26244915989386,3.06141788120017,3.02613096234472,3.02613096234472,0.619047619047619,0.571428571428571,0.571428571428571,0.293650793650794,0.30952380952381
108,0.230800487606664,2.56247085654969,2.49787622509698,2.49351694912173,3.25233398105587,3.27076103000188,3.26903033397593,0.574074074074074,0.611111111111111,0.648148148148148,0.25,0.240740740740741
112,0.252742787484762,2.6577353084962,2.63634008416067,2.63101667019438,3.62748454690978,3.67204437740808,3.67048639695844,0.625,0.446428571428571,0.482142857142857,0.267857142857143,0.294642857142857
130,0.275497765136124,1.96150333671985,2.04035564530947,2.03995825749078,2.45204963798085,2.58951723543034,2.5910504908165,0.569230769230769,0.615384615384615,0.553846153846154,0.284615384615385,0.292307692307692
140,0.301909792767168,2.50623107607944,2.39458285091055,2.39537164797813,3.19486890712266,3.13102017551416,3.13580172876081,0.5,0.542857142857143,0.542857142857143,0.235714285714286,0.235714285714286
104,0.330353514831369,2.24317507971542,2.18970836165025,2.190017213429,2.86678482790708,2.91404974371412,2.91406076700268,0.576923076923077,0.538461538461538,0.461538461538462,0.278846153846154,0.269230769230769
142,0.351483136936205,2.44119625802719,2.40605682388891,2.40525747949373,3.16928977991629,3.17182406323753,3.17042129284023,0.647887323943662,0.591549295774648,0.591549295774648,0.274647887323944,0.309859154929577
118,0.380333197887038,2.42903234401746,2.38070900798441,2.38319789822526,3.2015228555548,3.21745188783555,3.22039627053693,0.677966101694915,0.694915254237288,0.694915254237288,0.305084745762712,0.330508474576271
110,0.404307192198293,2.58548891305477,2.6394997103133,2.6394997103133,3.14623449113249,3.19935168690481,3.19935168690481,0.527272727272727,0.527272727272727,0.527272727272727,0.263636363636364,0.281818181818182
124,0.426655830963023,2.58540631078962,2.52238140698222,2.52185785936622,3.09856715542526,3.11652694782708,3.11620743510358,0.532258064516129,0.612903225806452,0.612903225806452,0.233870967741935,0.298387096774194
