"Ngames","obsrate","MAE1","MAE2","MAE3","RMSE1","RMSE2","RMSE3","Acc1","Acc2","Acc3","AccOpen","AccClose"
110,0.15403323875152,2.48009717278606,2.51006426867238,2.51006426867238,3.2892625860019,3.33955629385832,3.33955629385832,0.581818181818182,0.545454545454545,0.545454545454545,0.245454545454545,0.263636363636364
134,0.176327523307661,2.62023737139118,2.56794620732475,2.56794620732475,3.42084146187683,3.35962974520021,3.35962974520021,0.626865671641791,0.567164179104478,0.567164179104478,0.208955223880597,0.283582089552239
110,0.203486015403324,2.41323424629521,2.18068452028063,2.18068452028063,2.99395926991458,2.78109289556289,2.78109289556289,0.509090909090909,0.436363636363636,0.436363636363636,0.209090909090909,0.236363636363636
128,0.225780299959465,2.43706378010728,2.3320977314201,2.3320977314201,3.06152288122213,3.00741684041824,3.00741684041824,0.5,0.5625,0.5625,0.234375,0.2578125
136,0.251722740170247,2.71701027845017,2.56174497834963,2.56174497834963,3.45306048223826,3.33238952751106,3.33238952751106,0.5,0.5,0.5,0.191176470588235,0.242647058823529
112,0.279286582894203,2.35650212484084,2.17579522045573,2.17579522045573,2.78541638422755,2.62902250001653,2.62902250001653,0.625,0.625,0.625,0.25,0.267857142857143
136,0.301986218078638,2.72369806318966,2.72909477332842,2.7290864391516,3.58869722895972,3.71522231824447,3.71528419259488,0.529411764705882,0.514705882352941,0.514705882352941,0.191176470588235,0.235294117647059
104,0.329550060802594,2.76389357237011,2.75304283001581,2.75304283001581,3.37015550880556,3.44029695287509,3.44029695287509,0.442307692307692,0.596153846153846,0.596153846153846,0.192307692307692,0.240384615384615
148,0.350628293473855,2.65370482336956,2.57940745774664,2.57940745774664,3.43333483723774,3.40136376303834,3.40136376303834,0.648648648648649,0.581081081081081,0.581081081081081,0.236486486486486,0.27027027027027
100,0.380624239967572,2.91429634562669,2.90002536347361,2.90199269947623,3.74326440152785,3.78973362264298,3.79257241329274,0.5,0.42,0.48,0.14,0.23
144,0.400891771382246,2.49693543027761,2.5574549310795,2.55600800805,3.07407730277481,3.19803123205457,3.19704719001958,0.625,0.5,0.5,0.263888888888889,0.298611111111111
114,0.430077016619376,2.68474780759132,2.65563372188386,2.65521994072979,3.54374856311074,3.59976959469181,3.59937105088619,0.56140350877193,0.543859649122807,0.543859649122807,0.219298245614035,0.245614035087719
132,0.453182002432104,2.34611057104002,2.23943573052139,2.23532142536788,2.95903960272585,2.8570896025599,2.85157871634067,0.46969696969697,0.484848484848485,0.545454545454545,0.196969696969697,0.227272727272727
112,0.479935143899473,2.74345597170547,2.61330248147194,2.60733497261962,3.39301798250071,3.32092349619232,3.319390181294,0.535714285714286,0.571428571428571,0.553571428571429,0.214285714285714,0.294642857142857
112,0.502634779083908,2.3184393963008,2.2863762324219,2.28534362284242,2.94543571320723,3.02999298204877,3.02962115070976,0.571428571428571,0.517857142857143,0.517857142857143,0.25,0.267857142857143
152,0.525334414268342,2.57594291701403,2.45699311264525,2.45389772809779,3.36914436143161,3.32716047645492,3.32685904598164,0.539473684210526,0.513157894736842,0.539473684210526,0.197368421052632,0.223684210526316
104,0.556141062018646,2.45388958845377,2.41407676791684,2.41701750734375,3.25690617716281,3.25910281332076,3.26797535544617,0.480769230769231,0.480769230769231,0.461538461538462,0.240384615384615,0.288461538461538
116,0.577219294689907,2.14162819343264,2.16509276586248,2.15710745516654,2.90037404668987,2.94274820158573,2.94149421644575,0.551724137931034,0.551724137931034,0.568965517241379,0.224137931034483,0.310344827586207
134,0.600729631130928,2.44727115892266,2.40272212604772,2.40348239022462,3.34650180662395,3.34248104350116,3.34274057640849,0.582089552238806,0.656716417910448,0.671641791044776,0.283582089552239,0.343283582089552
134,0.627888123226591,2.68144925475521,2.54640489743953,2.54306112712461,3.35082803715365,3.24387504017254,3.24594598446913,0.462686567164179,0.462686567164179,0.477611940298507,0.194029850746269,0.238805970149254
104,0.655046615322254,2.52570222940063,2.39667854468267,2.39683229415606,3.08173488898199,3.06217914611912,3.05875497224143,0.576923076923077,0.557692307692308,0.615384615384615,0.25,0.278846153846154
142,0.676124847993514,2.3291235787631,2.27501333103699,2.27842282144307,2.85320915042308,2.83544220826198,2.83863123665729,0.507042253521127,0.47887323943662,0.507042253521127,0.183098591549296,0.225352112676056
112,0.704904742602351,2.44477834706059,2.34237132316037,2.33652541685215,3.12042231458661,3.09113535357484,3.08365805223218,0.607142857142857,0.589285714285714,0.607142857142857,0.303571428571429,0.357142857142857
112,0.727604377786786,2.71875021941712,2.66950346990317,2.66863001570262,3.39079410129913,3.39544488080281,3.38841930567334,0.5,0.517857142857143,0.482142857142857,0.178571428571429,0.1875
134,0.75030401297122,2.47328747400632,2.44757637377441,2.45763122454506,3.12823731056516,3.14537587953546,3.1583745145405,0.537313432835821,0.507462686567164,0.462686567164179,0.216417910447761,0.253731343283582
142,0.777462505066883,2.77853516250502,2.75728552066566,2.75635040381832,3.43297722026166,3.4539301482029,3.45294954051613,0.619718309859155,0.647887323943662,0.605633802816901,0.211267605633803,0.288732394366197
114,0.80624239967572,2.72686333895422,2.71138152030001,2.71184475848152,3.31657488216229,3.33756336461506,3.33983022810553,0.631578947368421,0.631578947368421,0.614035087719298,0.228070175438596,0.289473684210526
106,0.829347385488448,2.79808961619168,2.8149835205521,2.81848434492483,3.44310199645731,3.47596365132196,3.48184059805577,0.622641509433962,0.641509433962264,0.622641509433962,0.254716981132075,0.245283018867925
138,0.850830968788002,2.89138842986013,2.85586920286157,2.85518306914292,3.62170058664558,3.65174646100715,3.65144043382224,0.492753623188406,0.536231884057971,0.536231884057971,0.210144927536232,0.210144927536232
114,0.878800162140251,2.79941848913761,2.73031980790693,2.72942855400091,3.46398673961027,3.51324350520719,3.51154885539955,0.701754385964912,0.684210526315789,0.684210526315789,0.298245614035088,0.368421052631579
126,0.901905147952979,2.57344629194368,2.51445478129768,2.50911656117653,3.15737319128869,3.15537364056723,3.15018988128042,0.571428571428571,0.507936507936508,0.523809523809524,0.253968253968254,0.246031746031746
114,0.927442237535468,2.48487610320663,2.43624048525188,2.42730523880955,3.03953572088338,3.07432941117867,3.07059571049617,0.578947368421053,0.56140350877193,0.578947368421053,0.298245614035088,0.324561403508772
140,0.950547223348196,2.35225613498313,2.33429766054667,2.32658742269053,2.88902019788087,2.95742586316788,2.95377691580328,0.6,0.642857142857143,0.642857142857143,0.292857142857143,0.321428571428571
104,0.978921767328739,2.76005899204485,2.66085961530093,2.66393712188729,3.3511914772461,3.27717296216243,3.29821931158878,0.692307692307692,0.653846153846154,0.634615384615385,0.269230769230769,0.336538461538462
