Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Run Line,,Open OU,,Close OU,
329,919,V,NYY,LSEVERINO-R,2,0,0,0,2,0,1,0,1,6,-155,-171,-1.5,-109,8.5,-105,8.5,-101
329,920,H,TOR,JHAPP-L,0,0,0,0,0,0,0,1,0,1,135,151,1.5,-111,8.5,-115,8.5,-119
329,921,V,BOS,CSALE-L,0,3,0,0,0,0,1,0,0,4,-175,-173,-1.5,-114,7,-119,6.5,-119
329,922,H,TAM,CARCHER-R,0,0,0,0,0,0,0,6,x,6,155,153,1.5,-106,7,-101,6.5,-101
329,923,V,LAA,GRICHARDS-R,0,2,0,1,1,1,0,0,0,5,-135,-118,-1.5,140,8.5,-110,9,-109
329,924,H,OAK,KGRAVEMAN-R,0,0,0,0,4,0,1,0,0,6,115,108,1.5,-160,8.5,-110,9,-111
329,925,V,CWS,JSHIELDS-R,0,0,0,5,3,0,3,3,0,14,150,125,1.5,-170,9,-110,8.5,-106
329,926,H,KAN,DDUFFY-L,4,0,0,0,0,0,0,1,2,7,-170,-140,-1.5,148,9,-110,8.5,-114
329,927,V,CLE,CKLUBER-R,0,0,0,0,0,0,1,0,0,1,-170,-180,-1.5,-118,7.5,-101,7,-105
329,928,H,SEA,FHERNANDEZ-R,2,0,0,0,0,0,0,0,x,2,150,160,1.5,-102,7.5,-119,7,-115
330,951,V,CUB,KHENDRICKS-R,0,0,1,0,0,0,0,0,0,1,-230,-200,-1.5,-128,8.5,-120,8,-119
330,952,H,MIA,CSMITH-L,0,0,1,0,0,0,0,0,0,2,200,170,1.5,108,8.5,100,8,-101
330,953,V,PHI,NPIVETTA-R,0,1,1,0,1,1,0,0,0,5,110,-109,1.5,-225,9,-119,9,-106
330,954,H,ATL,MFOLTYNEWICZ-R,0,0,2,1,0,0,0,1,0,4,-130,-101,-1.5,188,9,-101,9,-114
330,955,V,COL,TANDERSON-L,0,2,0,5,0,0,1,0,0,8,145,128,1.5,-170,8.5,-110,8,-103
330,956,H,ARI,RRAY-L,5,0,2,0,2,0,0,0,x,9,-165,-143,-1.5,148,8.5,-110,8,-117
330,957,V,SFO,JCUETO-R,0,0,0,0,0,0,0,0,1,1,170,148,1.5,-157,7,-120,7.5,100
330,958,H,LAD,AWOOD-L,0,0,0,0,0,0,0,0,0,0,-190,-163,-1.5,137,7,100,7.5,-120
330,959,V,MIL,JCHACIN-R,2,0,0,0,1,0,0,0,5,8,-123,-113,-1.5,146,8,-120,8,-101
330,960,H,SDG,JLUCCHESI-L,0,3,0,1,0,0,1,1,0,6,103,103,1.5,-166,8,100,8,-119
330,961,V,NYY,MTANAKA-R,0,1,0,1,0,2,0,0,0,4,-145,-137,-1.5,104,9,-105,8.5,-110
330,962,H,TOR,ASANCHEZ-R,0,1,0,0,0,0,0,0,1,2,125,122,1.5,-123,9,-115,8.5,-110
330,963,V,BOS,DPRICE-L,0,0,0,0,0,0,1,0,0,1,-175,-141,-1.5,116,7.5,-105,7,-118
330,964,H,TAM,BSNELL-L,0,0,0,0,0,0,0,0,0,0,155,126,1.5,-137,7.5,-115,7,-102
330,965,V,HOU,DKEUCHEL-L,0,0,0,0,1,0,0,0,0,1,-200,-170,-1.5,-117,9.5,-110,9,-102
330,966,H,TEX,DFISTER-R,0,1,0,2,0,0,2,0,x,5,170,150,1.5,-103,9.5,-110,9,-118
330,967,V,LAA,TSKAGGS-L,1,0,0,0,0,0,0,0,1,2,-113,-114,1.5,-230,9,100,9,-112
330,968,H,OAK,SMANAEA-L,0,0,0,0,0,0,0,0,1,1,-107,104,-1.5,192,9,-120,9,-108
330,969,V,WAS,MSCHERZER-R,1,0,0,0,0,0,0,0,1,2,-200,-215,-1.5,-130,8.5,-119,9,108
330,970,H,CIN,HBAILEY-R,0,0,0,0,0,0,0,0,0,0,170,185,1.5,111,8.5,-101,9,-128
330,971,V,PIT,INOVA-R,0,0,0,3,0,1,0,2,4,13,-119,-129,-1.5,120,9.5,-110,9,105
330,972,H,DET,JZIMMERMANN-R,0,2,0,0,0,0,4,0,4,10,-101,119,1.5,-140,9.5,-110,9,-125
331,901,V,STL,MWACHA-R,0,0,0,1,0,0,0,1,0,2,135,107,1.5,-222,7.5,-110,7,100
331,902,H,NYM,JDEGROM-R,2,0,0,1,1,0,1,1,x,6,-155,-117,-1.5,185,7.5,-110,7,-120
331,903,V,WAS,SSTRASBURG-R,3,0,1,1,1,0,1,2,4,13,-185,-145,-1.5,115,8,-119,8,-101
331,904,H,CIN,LCASTILLO-R,0,0,0,1,0,2,0,2,2,7,165,130,1.5,-135,8,-101,8,-119
331,905,V,PHI,VVELASQUEZ-R,2,0,0,0,0,0,0,0,0,2,105,105,1.5,-205,9,-110,8,-119
331,906,H,ATL,BMCCARTHY-R,1,2,4,1,0,5,0,2,x,15,-125,-115,-1.5,172,9,-110,8,-101
331,907,V,CUB,YDARVISH-R,0,2,0,0,3,1,0,0,0,10,-230,-210,-1.5,-131,8.5,-105,8,-110
331,908,H,MIA,ODESPAIGNE-R,2,0,0,0,3,0,0,1,0,6,200,180,1.5,111,8.5,-115,8,-110
331,909,V,COL,GMARQUEZ-R,0,0,0,0,0,1,0,1,0,2,145,136,1.5,-161,8.5,-110,8.5,-103
331,910,H,ARI,ZGREINKE-R,0,0,0,1,0,0,0,0,0,1,-165,-151,-1.5,141,8.5,-110,8.5,-117
331,911,V,MIL,BSUTER-L,1,0,2,2,0,0,0,2,0,7,-125,-120,-1.5,135,8,-119,7.5,-109
331,912,H,SDG,LPERDOMO-R,0,2,1,0,0,0,0,0,0,3,105,110,1.5,-155,8,-101,7.5,-111
331,913,V,SFO,DHOLLAND-L,0,0,0,0,0,0,0,0,0,0,180,175,1.5,-110,8.5,-101,8,-120
331,914,H,LAD,KMAEDA-R,2,0,1,2,0,0,0,0,x,5,-210,-205,-1.5,-110,8.5,-119,8,100
331,915,V,HOU,LMCCULLERSJR.-R,0,3,1,0,1,1,2,1,0,9,-190,-201,-1.5,-130,10,-115,9.5,-114
331,916,H,TEX,MMOORE-L,0,0,1,0,0,1,0,1,0,3,170,171,1.5,110,10,-105,9.5,-106
331,917,V,LAA,MSHOEMAKER-R,1,0,2,0,1,3,0,0,1,8,-127,-107,-1.5,148,9,-120,9,101
331,918,H,OAK,DMENGDEN-R,0,0,0,0,0,3,0,0,0,3,107,-103,1.5,-170,9,100,9,-121
331,919,V,NYY,CSABATHIA-L,0,0,0,0,2,0,1,0,0,3,-145,-104,-1.5,148,9,-115,9.5,100
331,920,H,TOR,MESTRADA-R,1,0,1,0,0,1,0,2,x,5,125,-106,1.5,-170,9,-105,9.5,-120
331,921,V,CLE,CCARRASCO-R,4,0,0,2,0,0,0,0,0,6,-121,-107,-1.5,151,7.5,-105,6.5,-121
331,922,H,SEA,JPAXTON-L,0,1,2,0,0,2,0,0,0,5,101,-103,1.5,-175,7.5,-115,6.5,101
331,923,V,BOS,RPORCELLO-R,0,1,0,1,0,1,0,0,0,3,-155,-111,-1.5,139,8.5,-125,8,-101
331,924,H,TAM,AKITTREDGE-R,0,0,0,0,0,1,0,1,0,2,135,101,1.5,-159,8.5,105,8,-119
331,925,V,MIN,KGIBSON-R,1,0,2,1,1,0,1,0,0,6,104,-119,-1.5,135,9.5,-105,9,102
331,926,H,BAL,ACASHNER-R,0,0,0,0,0,0,0,0,2,2,-124,109,1.5,-155,9.5,-115,9,-122
331,927,V,CWS,LGIOLITO-R,1,0,0,0,0,0,0,3,0,4,106,-108,1.5,-220,9,-110,8.5,-105
331,928,H,KAN,IKENNEDY-R,2,0,1,0,0,0,0,0,0,3,-126,-102,-1.5,184,9,-110,8.5,-115
401,951,V,CUB,JQUINTANA-L,0,0,0,0,0,0,0,0,0,0,-205,-208,-1.5,-128,8,-119,8,-101
401,952,H,MIA,DPETERS-L,0,0,0,0,5,1,0,0,x,6,175,178,1.5,109,8,-101,8,-119
401,953,V,STL,LWEAVER-R,0,1,1,1,1,0,0,1,0,5,-111,-152,-1.5,-101,8,-101,8,-111
401,954,H,NYM,SMATZ-L,0,1,0,0,0,0,0,0,0,1,-109,137,1.5,-119,8,-119,8,-109
401,955,V,WAS,GGONZALEZ-L,2,0,0,0,0,1,2,0,1,6,-165,-131,-1.5,120,9,-110,8.5,-107
401,956,H,CIN,SROMANO-R,0,0,0,0,0,1,0,2,2,5,145,116,1.5,-141,9,-110,8.5,-113
401,957,V,SFO,CSTRATTON-R,0,0,0,0,0,0,0,0,0,0,165,175,1.5,-129,7.5,-105,7.5,-115
401,958,H,LAD,RHILL-L,0,0,0,1,0,4,0,4,x,9,-185,-195,-1.5,109,7.5,-115,7.5,-105
401,959,V,MIN,JBERRIOS-R,4,0,2,0,0,1,0,0,0,7,-105,103,1.5,-205,9,-115,9,102
401,960,H,BAL,KGAUSMAN-R,0,0,0,0,0,0,0,0,0,0,-115,-113,-1.5,172,9,-105,9,-122
401,961,V,NYY,SGRAY-R,0,0,4,0,0,0,0,0,0,4,-119,104,1.5,-204,8.5,-119,8.5,-110
401,962,H,TOR,MSTROMAN-R,0,1,0,0,0,0,2,4,x,7,-101,-114,-1.5,171,8.5,-101,8.5,-110
401,963,V,BOS,HVELAZQUEZ-R,0,0,0,0,1,1,0,0,0,2,-115,104,-1.5,159,8,-110,8.5,-101
401,964,H,TAM,JFARIA-R,0,1,0,0,0,0,0,0,0,1,-105,-114,1.5,-184,8,-110,8.5,-119
401,967,V,HOU,GCOLE-R,0,0,0,0,2,2,3,0,1,8,-155,-155,-1.5,-105,9.5,-119,9.5,102
401,968,H,TEX,MMINOR-L,1,0,0,0,0,0,0,1,0,2,135,140,1.5,-115,9.5,-101,9.5,-122
401,969,V,LAA,SOHTANI-R,0,2,0,0,2,0,3,0,0,7,-119,-126,-1.5,128,9.5,100,9,-111
401,970,H,OAK,DGOSSETT-R,0,3,0,0,0,0,0,0,1,4,-101,116,1.5,-148,9.5,-120,9,-109
401,971,V,CLE,TBAUER-R,0,1,0,1,0,0,0,2,0,4,-140,-145,-1.5,115,8.5,100,7.5,-125
401,972,H,SEA,MLEAKE-R,0,0,0,0,2,0,3,0,x,5,120,130,1.5,-135,8.5,-120,7.5,105
401,973,V,PIT,TWILLIAMS-R,1,0,0,0,0,0,0,0,0,1,-111,101,1.5,-210,8.5,-110,8.5,-105
401,974,H,DET,MFULMER-R,0,0,0,0,0,0,0,0,0,0,-109,-111,-1.5,176,8.5,-110,8.5,-115
401,975,V,PIT,CKUHL-R,0,0,3,0,5,0,0,0,0,8,-105,-121,-1.5,129,9,101,8.5,-115
401,976,H,DET,RCARPENTER-L,2,0,0,1,0,1,0,0,2,6,-105,111,1.5,-149,9,-121,8.5,-105
402,901,V,STL,MMIKOLAS-R,0,0,2,0,2,4,0,0,0,8,110,101,1.5,-205,9,-110,9.5,-101
402,902,H,MIL,ZDAVIES-R,0,1,1,0,0,2,0,0,0,4,-130,-111,-1.5,172,9,-110,9.5,-119
402,903,V,CUB,TCHATWOOD-R,0,0,0,0,0,0,0,0,0,0,-140,-140,-1.5,115,9,-110,8.5,-110
402,904,H,CIN,TMAHLE-R,0,0,0,1,0,0,0,0,x,1,120,125,1.5,-135,9,-110,8.5,-110
402,907,V,WAS,TROARK-R,2,3,0,0,1,0,0,0,2,8,-130,-121,-1.5,135,9.5,-101,9,-117
402,908,H,ATL,SNEWCOMB-L,0,0,0,1,0,0,0,0,0,1,110,111,1.5,-155,9.5,-119,9,-103
402,909,V,LAD,HRYU-L,3,0,0,0,0,1,1,1,0,7,-115,-109,-1.5,146,9,-119,9,100
402,910,H,ARI,TWALKER-R,1,0,1,1,0,0,0,0,3,8,-105,-101,1.5,-167,9,-101,9,-120
402,911,V,COL,CBETTIS-R,1,0,2,0,2,0,0,0,2,7,-120,101,1.5,-220,8.5,-110,8,-105
402,912,H,SDG,BMITCHELL-R,1,0,1,0,0,0,0,0,2,4,100,-111,-1.5,184,8.5,-110,8,-115
402,915,V,KAN,JHAMMEL-R,0,0,1,0,0,0,0,0,0,1,-112,101,1.5,-210,9.5,-101,8.5,-115
402,916,H,DET,FLIRIANO-L,0,0,1,0,4,0,1,0,x,6,-108,-111,-1.5,176,9.5,-119,8.5,-105
402,917,V,CWS,RLOPEZ-R,0,0,0,1,0,0,1,0,0,2,120,155,1.5,-130,9.5,-101,9,-117
402,918,H,TOR,JGARCIA-L,0,0,0,0,0,1,2,1,x,4,-140,-175,-1.5,110,9.5,-119,9,-103
402,919,V,BAL,CTILLMAN-R,0,0,0,0,0,0,0,0,1,1,180,198,1.5,-110,9,-119,9.5,-115
402,920,H,HOU,CMORTON-R,1,0,0,3,0,1,1,0,x,6,-210,-228,-1.5,-109,9,-101,9.5,-105
402,921,V,TEX,BCOLON-R,0,0,0,0,1,0,0,0,0,1,110,152,1.5,-138,9,-120,9,-125
402,922,H,OAK,ATRIGGS-R,0,0,1,0,0,0,2,0,x,3,-130,-167,-1.5,118,9,100,9,105
402,923,V,CLE,MCLEVINGER-R,0,1,1,3,0,0,0,1,0,6,-135,-111,-1.5,144,9,100,8,-119
402,924,H,LAA,JRAMIREZ-R,0,0,0,0,0,0,0,0,0,0,115,101,1.5,-165,9,-120,8,-101
402,925,V,MIN,LLYNN-R,0,0,0,0,0,4,0,0,0,4,-112,131,1.5,-175,8.5,-105,7.5,-110
402,926,H,PIT,JTAILLON-R,5,0,0,0,0,0,0,0,x,5,-108,-146,-1.5,151,8.5,-115,7.5,-110
402,927,V,BOS,BJOHNSON-L,0,0,0,3,2,0,1,0,1,7,-170,-133,-1.5,126,9,-110,8.5,-119
402,928,H,MIA,TRICHARDS-R,0,1,0,0,0,0,0,1,1,3,150,118,1.5,-146,9,-110,8.5,-101
403,953,V,PHI,BLIVELY-R,0,0,0,0,0,0,0,0,0,0,-107,116,1.5,-191,8,-110,7.5,-110
403,954,H,NYM,MHARVEY-R,0,0,0,0,0,2,0,0,x,2,-113,-126,-1.5,163,8,-110,7.5,-110
403,955,V,WAS,ACOLE-R,3,1,1,0,0,0,0,0,1,6,-115,-129,-1.5,120,9,-110,9.5,-120
403,956,H,ATL,JTEHERAN-R,4,4,1,1,1,0,0,2,x,13,-105,119,1.5,-140,9,-110,9.5,100
403,957,V,STL,JFLAHERTY-R,2,0,2,0,0,0,0,0,0,4,120,-102,1.5,-210,9,-120,9.5,104
403,958,H,MIL,CANDERSON-R,0,0,0,0,1,0,0,2,2,5,-140,-108,-1.5,176,9,100,9.5,-124
403,959,V,LAD,CKERSHAW-L,0,0,1,0,0,0,0,0,0,1,-175,-173,-1.5,100,7.5,-110,7.5,100
403,960,H,ARI,ZGODLEY-R,0,1,1,0,0,0,3,1,x,6,155,153,1.5,-120,7.5,-110,7.5,-120
403,961,V,COL,KFREELAND-L,0,0,2,1,0,0,0,0,1,4,-122,-112,-1.5,155,8.5,-105,8,-110
403,962,H,SDG,TROSS-R,0,1,0,1,0,3,3,0,x,8,102,102,1.5,-180,8.5,-115,8,-110
403,963,V,KAN,JJUNIS-R,0,1,0,0,0,0,0,0,0,1,-115,102,1.5,-195,9,-120,8.5,-105
403,964,H,DET,MBOYD-L,0,0,0,0,0,0,0,0,0,0,-105,-112,-1.5,167,9,100,8.5,-115
403,965,V,CWS,MGONZALEZ-R,0,1,0,1,1,1,0,1,0,5,145,165,1.5,-130,9,-110,9,-115
403,966,H,TOR,JHAPP-L,0,0,3,3,0,1,0,7,x,14,-165,-185,-1.5,110,9,-110,9,-105
403,967,V,BAL,MWRIGHTJR.-R,1,0,0,1,0,2,1,1,0,6,215,210,1.5,110,9,100,9,100
403,968,H,HOU,JVERLANDER-R,2,0,1,0,0,2,5,0,x,10,-255,-250,-1.5,-130,9,-120,9,-120
403,969,V,TEX,CHAMELS-L,0,2,1,1,0,0,0,0,0,4,-113,117,1.5,-180,8.5,-121,9,-110
403,970,H,OAK,KGRAVEMAN-R,0,0,1,0,0,0,0,0,0,1,-107,-132,-1.5,155,8.5,101,9,-110
403,971,V,CLE,JTOMLIN-R,2,0,0,0,0,0,0,0,0,2,100,118,1.5,-170,8.5,100,8,-110
403,972,H,LAA,GRICHARDS-R,6,1,1,0,3,0,0,2,x,13,-120,-133,-1.5,148,8.5,-120,8,-110
403,973,V,SEA,MGONZALES-L,4,0,0,0,2,0,0,0,0,6,110,105,1.5,-210,8.5,100,8,-125
403,974,H,SFO,TBLACH-L,0,0,0,1,0,0,2,1,0,4,-130,-115,-1.5,176,8.5,-120,8,105
403,975,V,BOS,CSALE-L,1,0,0,0,0,0,0,0,0,4,-260,-270,-1.5,-150,7.5,100,7.5,113
403,976,H,MIA,JURENA-R,0,0,0,1,0,0,0,0,0,2,220,230,1.5,130,7.5,-120,7.5,-133
403,977,V,TAM,CARCHER-R,0,0,1,0,0,3,0,0,0,4,140,165,1.5,-145,8.5,100,7,-120
403,978,H,NYY,JMONTGOMERY-L,0,1,3,0,0,0,4,3,x,11,-160,-185,-1.5,125,8.5,-120,7,100
404,901,V,WAS,MSCHERZER-R,0,1,0,0,0,0,0,0,0,1,-200,-209,-1.5,-134,8,-110,8,-110
404,902,H,ATL,MFOLTYNEWICZ-R,3,0,0,2,0,0,0,2,x,7,170,179,1.5,114,8,-110,8,-110
404,903,V,PHI,ANOLA-R,0,0,2,0,0,0,0,0,0,2,136,131,1.5,-165,7,110,7,104
404,904,H,NYM,NSYNDERGAARD-R,2,0,0,0,0,2,0,0,x,4,-156,-146,-1.5,144,7,-130,7,-124
404,905,V,LAD,AWOOD-L,0,0,0,0,0,0,0,0,0,0,-130,-131,-1.5,120,8.5,-115,8,-101
404,906,H,ARI,PCORBIN-L,1,1,1,0,0,0,0,0,x,3,110,116,1.5,-140,8.5,-105,8,-119
404,907,V,STL,CMARTINEZ-R,1,0,2,1,0,2,0,0,0,6,-120,-105,-1.5,144,9,-115,9.5,100
404,908,H,MIL,JCHACIN-R,0,0,0,0,0,0,0,0,0,0,100,-105,1.5,-165,9,-105,9.5,-120
404,909,V,COL,JGRAY-R,3,2,0,0,0,0,0,0,0,5,-128,-131,-1.5,135,7.5,-110,7,-110
404,910,H,SDG,CRICHARD-L,0,0,0,0,0,0,0,2,0,2,108,116,1.5,-155,7.5,-110,7,-110
404,911,V,TAM,BSNELL-L,1,0,0,0,0,0,0,1,0,2,205,227,1.5,115,8,100,8.5,-104
404,912,H,NYY,LSEVERINO-R,2,0,2,3,0,0,0,0,x,7,-235,-267,-1.5,-135,8,-120,8.5,-116
404,915,V,BAL,DBUNDY-R,1,0,0,1,0,0,0,0,0,2,175,151,1.5,-140,8.5,-110,8,-102
404,916,H,HOU,DKEUCHEL-L,0,1,0,0,0,1,1,0,x,3,-205,-166,-1.5,120,8.5,-110,8,-118
404,917,V,CLE,CKLUBER-R,1,0,0,0,1,0,0,0,0,2,-155,-150,-1.5,105,7.5,100,7,-119
404,918,H,LAA,TSKAGGS-L,0,0,0,0,2,0,0,0,0,3,135,135,1.5,-125,7.5,-120,7,-101
404,919,V,CWS,CFULMER-R,0,1,0,0,2,0,0,1,0,4,175,193,1.5,-104,9,-105,9.5,-115
404,920,H,TOR,ASANCHEZ-R,0,0,0,1,0,2,0,0,0,3,-205,-223,-1.5,-116,9,-115,9.5,-105
404,921,V,TEX,DFISTER-R,0,0,0,0,1,0,0,0,1,2,130,145,1.5,-150,8.5,-115,8.5,-117
404,922,H,OAK,SMANAEA-L,0,1,0,4,0,0,1,0,x,6,-150,-160,-1.5,130,8.5,-105,8.5,-103
404,923,V,MIN,JODORIZZI-R,0,0,1,1,0,4,1,0,0,7,-112,111,1.5,-210,8,-120,8,101
404,924,H,PIT,INOVA-R,2,0,0,1,0,0,0,0,0,3,-108,-121,-1.5,176,8,100,8,-121
404,925,V,SEA,FHERNANDEZ-R,0,0,0,0,0,1,0,0,0,1,117,125,1.5,-180,7,-125,7.5,-104
404,926,H,SFO,JCUETO-R,3,1,0,0,5,0,1,0,x,10,-137,-140,-1.5,155,7,105,7.5,-116
405,951,V,NYM,JDEGROM-R,0,1,0,1,2,0,4,0,0,8,140,140,1.5,-165,7.5,100,7,105
405,952,H,WAS,SSTRASBURG-R,1,0,1,0,0,0,0,0,0,2,-160,-155,-1.5,144,7.5,-120,7,-125
405,953,V,MIA,CSMITH-L,0,0,0,0,0,0,0,0,0,0,140,130,1.5,-160,9,100,8,-117
405,954,H,PHI,NPIVETTA-R,2,0,1,0,0,0,2,0,x,5,-160,-145,-1.5,140,9,-120,8,-103
405,955,V,COL,TANDERSON-L,0,0,0,0,0,0,0,0,3,3,-120,-101,-1.5,152,8.5,-110,7.5,-110
405,956,H,SDG,JLUCCHESI-L,0,0,0,0,0,0,0,0,1,1,100,-109,1.5,-176,8.5,-110,7.5,-110
405,957,V,CIN,HBAILEY-R,0,1,0,0,0,0,0,1,0,2,110,147,1.5,-149,8.5,-119,8,-119
405,958,H,PIT,SBRAULT-L,0,0,1,0,4,0,0,0,x,5,-130,-162,-1.5,129,8.5,-101,8,-101
405,959,V,ARI,RRAY-L,0,2,0,1,0,0,0,0,0,3,-105,101,1.5,-210,8,-110,8,-119
405,960,H,STL,AWAINWRIGHT-R,0,0,0,1,0,0,0,0,0,1,-115,-111,-1.5,176,8,-110,8,-101
405,961,V,CUB,JLESTER-L,0,3,2,0,0,0,0,1,2,8,-135,-109,-1.5,148,9,-110,9,-101
405,962,H,MIL,BSUTER-L,0,0,0,0,0,0,0,0,0,0,115,-101,1.5,-170,9,-110,9,-119
405,963,V,TAM,YCHIRINOS-R,0,0,0,0,0,0,0,2,0,2,205,200,1.5,-101,8.5,-110,9,105
405,964,H,BOS,DPRICE-L,0,0,0,0,0,0,0,0,2,3,-245,-230,-1.5,-119,8.5,-110,9,-125
405,965,V,TEX,MPEREZ-L,0,4,0,0,0,0,0,0,2,6,115,140,1.5,-146,9.5,-106,9,-116
405,966,H,OAK,DMENGDEN-R,0,0,2,0,0,1,0,0,0,3,-135,-155,-1.5,126,9.5,-114,9,-104
405,967,V,SEA,JPAXTON-L,2,0,0,0,0,0,0,0,0,2,-119,-105,-1.5,151,8.5,-110,7.5,-110
405,968,H,MIN,KGIBSON-R,0,0,0,0,0,2,1,1,x,4,-101,-105,1.5,-175,8.5,-110,7.5,-110
405,969,V,DET,JZIMMERMANN-R,0,1,0,1,1,0,0,1,3,9,110,109,1.5,-180,9.5,-110,8.5,-115
405,970,H,CWS,JSHIELDS-R,2,1,1,0,2,0,1,0,0,7,-130,-119,-1.5,155,9.5,-110,8.5,-105
405,971,V,BAL,ACASHNER-R,0,0,0,0,0,0,5,0,0,5,205,225,1.5,130,9,-115,8.5,-119
405,972,H,NYY,MTANAKA-R,0,0,0,0,0,1,1,0,0,2,-245,-265,-1.5,-150,9,-105,8.5,-101
406,901,V,ATL,BMCCARTHY-R,4,0,0,0,3,1,0,0,0,8,120,137,1.5,-155,11,-110,9,-118
406,902,H,COL,GMARQUEZ-R,1,0,0,2,0,0,0,0,0,3,-140,-152,-1.5,135,11,-110,9,-102
406,903,V,CIN,LCASTILLO-R,0,0,2,0,0,0,0,0,1,3,110,-121,-1.5,136,8,-101,8,-115
406,904,H,PIT,TWILLIAMS-R,0,2,2,0,0,6,4,0,x,14,-130,111,1.5,-156,8,-119,8,-105
406,905,V,CUB,KHENDRICKS-R,2,0,0,0,0,2,0,0,0,4,-150,-131,-1.5,122,9,-119,8.5,-110
406,906,H,MIL,BWOODRUFF-R,0,0,0,0,4,0,0,0,1,5,130,116,1.5,-142,9,-101,8.5,-110
406,909,V,KAN,DDUFFY-L,2,0,0,0,0,0,0,0,0,2,180,203,1.5,-105,7.5,-119,7,-120
406,910,H,CLE,CCARRASCO-R,3,0,0,0,0,0,0,0,x,3,-210,-233,-1.5,-115,7.5,-101,7,100
406,911,V,BAL,KGAUSMAN-R,1,0,1,1,0,0,0,0,0,7,165,161,1.5,-118,9.5,-101,9.5,-101
406,912,H,NYY,CSABATHIA-L,1,0,1,0,0,0,0,1,0,3,-185,-181,-1.5,-102,9.5,-119,9.5,-119
406,913,V,TOR,MESTRADA-R,0,0,3,3,0,2,0,0,0,8,-120,-116,-1.5,134,10,-105,10,-110
406,914,H,TEX,MMOORE-L,0,0,0,0,0,1,4,0,0,5,100,106,1.5,-154,10,-115,10,-110
406,915,V,OAK,DGOSSETT-R,1,5,0,0,2,0,1,0,0,9,135,116,1.5,-175,9,-119,9,-104
406,916,H,LAA,PBRIDWELL-R,0,1,0,4,2,0,5,1,x,13,-155,-131,-1.5,151,9,-101,9,-116
406,917,V,SDG,LPERDOMO-R,1,0,0,0,2,0,0,0,1,4,240,248,1.5,126,8.5,-105,8.5,-114
406,918,H,HOU,LMCCULLERSJR.-R,0,0,1,0,0,0,0,0,0,1,-280,-288,-1.5,-146,8.5,-115,8.5,-106
407,951,V,NYM,SMATZ-L,0,0,0,0,0,1,2,0,0,3,140,140,1.5,-155,8.5,-110,8,-110
407,952,H,WAS,GGONZALEZ-L,0,0,0,0,1,1,0,0,0,2,-160,-155,-1.5,135,8.5,-110,8,-110
407,953,V,ARI,ZGREINKE-R,1,0,1,0,0,0,0,1,0,3,-115,-101,-1.5,161,7.5,-119,7.5,106
407,954,H,STL,MWACHA-R,1,0,4,0,0,0,0,0,x,5,-105,-109,1.5,-187,7.5,-101,7.5,-126
407,955,V,LAD,RHILL-L,0,0,1,0,0,2,1,0,0,5,-165,-126,-1.5,129,7.5,-110,8,-115
407,956,H,SFO,CSTRATTON-R,1,0,0,2,0,1,0,0,0,7,145,116,1.5,-149,7.5,-110,8,-105
407,957,V,CUB,YDARVISH-R,0,0,0,0,0,1,0,0,4,5,-145,-133,-1.5,120,9,-101,9,101
