Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RunLine,,OpenOU,,CloseOU,
724,969,V,PIT,JMUSGROVE-R,0,0,0,0,0,0,2,0,2,4,-110,165,1.5,-125,8.5,100,8,-105
724,970,H,STL,JFLAHERTY-R,0,0,1,0,1,1,0,2,x,5,-110,-180,-1.5,105,8.5,-120,8,-115
724,971,V,SEA,MGONZALES-L,0,1,0,1,0,0,0,0,0,2,120,250,1.5,135,8.5,-120,8.5,-120
724,972,H,HOU,JVERLANDER-R,0,0,1,0,5,1,1,0,x,8,-140,-290,-1.5,-155,8.5,100,8.5,100
724,973,V,ARI,MBUMGARNER-L,0,0,0,0,0,0,1,0,1,2,-140,130,1.5,-165,8.5,100,8,-115
724,974,H,SDG,CPADDACK-R,0,0,0,0,0,3,4,0,x,7,120,-140,-1.5,145,8.5,-120,8,-105
724,975,V,SFO,TANDERSON-L,0,0,1,0,0,0,0,0,0,1,213,285,1.5,145,8.5,-110,9,-120
724,976,H,LAD,RSTRIPLING-R,1,1,0,1,1,1,2,2,x,9,-240,-330,-1.5,-165,8.5,-110,9,100
724,977,V,LAA,AHEANEY-L,0,0,0,1,0,0,1,0,1,3,-140,136,1.5,-160,8.5,100,8.5,100
724,978,H,OAK,FMONTAS-R,0,0,0,1,0,0,0,2,0,7,120,-146,-1.5,140,8.5,-120,8.5,-120
725,901,V,MIL,CBURNES-R,0,1,0,2,1,2,2,0,0,8,131,140,1.5,-150,9.5,-110,9.5,-110
725,902,H,CUB,YDARVISH-R,1,0,0,0,2,0,0,0,0,3,-145,-150,-1.5,130,9.5,-110,9.5,-110
725,903,V,BAL,ACOBB-R,3,2,0,0,0,0,2,0,0,7,157,180,1.5,-105,10.5,-110,10.5,-105
725,904,H,BOS,MPEREZ-L,0,0,0,0,0,2,0,0,0,2,-175,-200,-1.5,-115,10.5,-110,10.5,-115
725,905,V,MIN,RDOBNAK-R,0,0,0,0,0,3,0,0,0,3,-125,-110,-1.5,135,9.5,-110,10,-115
725,906,H,CWS,DKEUCHEL-L,0,0,1,0,4,1,4,0,x,10,114,100,1.5,-155,9.5,-110,10,-105
725,907,V,PIT,TWILLIAMS-R,0,1,0,0,0,0,0,0,0,1,144,141,1.5,-150,9,-110,9,-115
725,908,H,STL,AWAINWRIGHT-R,1,0,0,2,0,0,4,2,x,9,-160,-151,-1.5,130,9,-110,9,-105
725,909,V,TOR,MSHOEMAKER-R,0,0,0,0,0,0,1,0,0,1,135,135,1.5,-160,8.5,-110,8.5,105
725,910,H,TAM,RYARBROUGH-L,0,0,0,0,0,1,0,3,x,4,-155,-145,-1.5,140,8.5,-110,8.5,-125
725,911,V,MIA,CSMITH-L,0,0,0,0,1,0,0,0,0,1,160,170,1.5,-130,9,-110,9,-120
725,912,H,PHI,ZWHEELER-R,0,1,0,0,0,2,3,1,x,7,-185,-185,-1.5,110,9,-110,9,100
725,913,V,COL,JGRAY-R,0,0,0,2,0,0,1,0,0,3,-115,110,1.5,-175,9,-110,8.5,-115
725,914,H,TEX,MMINOR-L,0,0,0,0,1,0,0,0,1,2,-105,-120,-1.5,155,9,-110,8.5,-105
725,915,V,SEA,TWALKER-R,0,0,0,0,1,1,0,0,0,2,215,260,1.5,135,9.5,-110,9.5,-110
725,916,H,HOU,LMCCULLERSJR-R,1,0,0,4,1,1,0,0,x,7,-260,-300,-1.5,-155,9.5,-110,9.5,-110
725,917,V,LAA,DBUNDY-R,0,0,0,1,3,0,0,0,0,4,151,114,1.5,-180,9,-110,8.5,100
725,918,H,OAK,SMANAEA-L,0,0,0,0,0,0,1,0,0,1,-175,-124,-1.5,160,9,-110,8.5,-120
725,919,V,SFO,LWEBB-R,1,1,1,2,0,0,0,0,0,5,245,320,1.5,165,5.5,-110,9.5,-110
725,920,H,LAD,AWOOD-L,1,0,0,0,0,0,0,2,1,4,-300,-380,-1.5,-185,5.5,-110,9.5,-110
725,921,V,ATL,MFRIED-L,0,1,0,0,0,0,0,0,1,5,100,-116,1.5,-240,9,-110,9,100
725,922,H,NYM,SMATZ-L,0,0,0,0,2,0,0,0,0,3,-120,106,-1.5,210,9,-110,9,-120
725,923,V,DET,INOVA-R,1,0,0,0,0,0,3,0,2,6,170,245,1.5,135,9,-110,9,-125
725,924,H,CIN,LCASTILLO-R,1,2,0,0,0,0,1,0,0,4,-200,-280,-1.5,-155,9,-110,9,105
725,925,V,KAN,BSINGER-R,2,0,0,0,0,0,0,0,0,3,207,230,1.5,115,9,-110,9,-105
725,926,H,CLE,MCLEVINGER-R,0,0,2,0,0,0,0,0,0,2,-250,-260,-1.5,-135,9,-110,9,-115
725,927,V,NYY,JPAXTON-L,0,0,1,1,0,0,0,0,0,2,-120,-220,-1.5,-145,8.5,-110,10,100
725,928,H,WAS,EFEDDE-R,0,3,0,2,2,0,1,1,x,9,100,200,1.5,125,8.5,-110,10,-120
725,929,V,ARI,RRAY-L,0,0,0,1,0,0,0,0,0,1,100,118,1.5,-180,8.5,-110,8,-115
725,930,H,SDG,DLAMET-R,0,0,0,3,0,0,2,0,x,5,-120,-128,-1.5,160,8.5,-110,8,-105
726,951,V,MIA,RDUGGER-R,0,4,0,2,3,1,1,0,0,11,140,185,1.5,-105,9,-110,9.5,-120
726,952,H,PHI,VVELASQUEZ-R,4,1,0,0,0,1,0,0,0,6,-155,-205,-1.5,-115,9,-110,9.5,100
726,953,V,NYY,JLOAISIGA-R,0,0,0,0,0,0,2,1,0,3,-110,-120,-1.5,130,10,-110,10,100
726,954,H,WAS,PCORBIN-L,0,0,1,1,0,0,0,0,0,2,100,110,1.5,-150,10,-110,10,-120
726,955,V,TOR,THATCH-R,0,0,0,0,0,4,0,0,0,5,170,170,1.5,-120,8,-110,8,-105
726,956,H,TAM,BSNELL-L,0,0,0,0,0,1,1,0,2,6,-200,-185,-1.5,100,8,-110,8,-115
726,957,V,DET,STURNBULL-R,0,0,1,0,0,0,0,0,2,3,213,177,1.5,-115,9,-110,9.5,110
726,958,H,CIN,TBAUER-R,0,0,0,0,1,0,0,0,1,2,-240,-194,-1.5,-105,9,-110,9.5,-130
726,959,V,KAN,RBOLANOS-R,0,0,0,1,1,0,0,0,0,2,213,200,1.5,-110,9,-110,9,100
726,960,H,CLE,CCARRASCO-R,2,0,2,3,0,1,1,0,x,9,-240,-220,-1.5,-110,9,-110,9,-120
726,961,V,BAL,WLEBLANC-L,2,0,1,3,0,0,0,0,1,7,170,178,1.5,-110,11,-110,11,-110
726,962,H,BOS,RWEBER-R,0,1,0,0,1,2,0,0,0,4,-190,-196,-1.5,-110,11,-110,11,-110
726,963,V,MIN,KMAEDA-R,4,5,0,1,0,0,0,3,1,14,-120,-150,-1.5,-105,10.5,-110,10,-120
726,964,H,CWS,RLOPEZ-R,0,0,0,0,2,0,0,0,0,2,110,140,1.5,-115,10.5,-110,10,100
726,965,V,SEA,YKIKUCHI-L,2,0,0,2,0,0,0,3,0,7,304,235,1.5,130,9,-110,9,-115
726,966,H,HOU,ZGREINKE-R,1,0,0,4,0,0,0,0,1,6,-350,-265,-1.5,-150,9,-110,9,-105
726,967,V,PIT,MKELLER-R,0,0,0,3,1,0,0,1,0,5,188,130,1.5,-145,9,-110,9,-105
726,968,H,STL,DHUDSON-R,0,0,1,0,0,0,0,0,0,1,-210,-140,-1.5,125,9,-110,9,-115
726,969,V,MIL,FPERALTA-R,0,0,0,0,1,0,0,0,0,1,-115,-105,1.5,-200,11,-110,11.5,-125
726,970,H,CUB,TCHATWOOD-R,0,1,0,4,0,0,1,3,x,9,-105,-105,-1.5,175,11,-110,11.5,105
726,971,V,COL,KFREELAND-L,0,0,0,3,0,1,0,0,1,5,157,130,1.5,-150,9,-110,8.5,-115
726,972,H,TEX,CKLUBER-R,0,1,1,0,0,0,0,0,0,2,-175,-140,-1.5,130,9,-110,8.5,-105
726,973,V,LAA,SOHTANI-R,0,0,3,0,1,0,0,0,0,4,-115,100,-1.5,150,9,-110,9,-105
726,974,H,OAK,MFIERS-R,5,0,0,0,0,1,0,0,x,6,105,-110,1.5,-170,9,-110,9,-115
726,975,V,ARI,ZGALLEN-R,0,0,0,0,0,0,0,2,2,4,105,115,1.5,-170,8.5,-110,8,100
726,976,H,SDG,GRICHARDS-R,0,0,1,0,0,0,0,1,1,3,-125,-125,-1.5,150,8.5,-110,8,-120
726,977,V,ATL,SNEWCOMB-L,2,0,5,2,1,2,2,0,0,14,-115,-105,-1.5,145,9,-110,9.5,100
726,978,H,NYM,RPORCELLO-R,0,1,0,0,0,0,0,0,0,1,-105,-105,1.5,-165,9,-110,9.5,-120
726,979,V,SFO,DSMYLY-L,0,0,1,0,0,1,1,0,0,3,304,270,1.5,145,9,-110,9,-110
726,980,H,LAD,JURIAS-L,0,0,1,0,0,0,0,0,0,1,-350,-310,-1.5,-165,9,-110,9,-110
727,901,V,LAA,GCANNING-R,0,0,0,0,0,0,0,0,0,0,105,110,1.5,-165,9,-110,9,-105
727,902,H,OAK,CBASSITT-R,0,0,2,1,0,0,0,0,x,3,-125,-120,-1.5,145,9,-110,9,-115
727,903,V,ARI,LWEAVER-R,0,0,2,0,0,0,0,0,0,2,118,107,1.5,-180,7.5,-110,8.5,100
727,904,H,SDG,JLUCCHESI-L,1,0,0,5,0,0,0,0,x,6,-131,-117,-1.5,160,7.5,-110,8.5,-120
727,905,V,TOR,TTHORNTON-R,1,0,0,2,1,0,0,0,0,4,144,110,1.5,-165,10,-110,10.5,100
727,906,H,WAS,ASANCHEZ-R,0,0,0,1,0,0,0,0,0,1,-165,-120,-1.5,145,10,-110,10.5,-120
727,907,V,CUB,JLESTER-L,4,2,0,0,0,1,1,0,0,8,100,-115,-1.5,135,9.5,-110,10,-120
727,908,H,CIN,WMILEY-L,0,0,0,0,0,1,2,2,2,7,-120,105,1.5,-155,9.5,-110,10,100
727,909,V,ATL,MFOLTYNEWICZ-R,0,1,0,0,0,4,0,0,0,5,130,130,1.5,-165,8.5,-110,8,-110
727,910,H,TAM,TGLASNOW-R,0,0,1,8,1,2,1,1,x,14,-150,-140,-1.5,145,8.5,-110,8,-110
727,913,V,MIL,AHOUSER-R,0,0,0,0,0,0,1,0,4,6,-135,-168,-1.5,-110,9,-110,9.5,-110
727,914,H,PIT,SBRAULT-L,0,1,0,0,0,0,4,0,0,5,115,158,1.5,-110,9,-110,9.5,-110
727,917,V,SEA,KGRAVEMAN-R,0,0,3,0,0,0,2,0,0,5,226,210,1.5,115,9.5,-110,9,-115
727,918,H,HOU,JJAMES-R,0,0,4,1,3,0,0,0,x,8,-275,-240,-1.5,-135,9.5,-110,9,-105
727,921,V,KAN,MMONTGOMERY-L,0,1,3,6,2,0,0,0,2,14,115,107,1.5,-175,9.5,-110,9.5,-120
727,922,H,DET,MFULMER-R,0,5,0,0,0,1,0,0,0,6,-135,-117,-1.5,155,9.5,-110,9.5,100
727,923,V,NYM,MWACHA-R,0,2,2,3,0,0,0,0,0,7,100,-113,-1.5,130,10.5,-110,11.5,-110
727,924,H,BOS,JOSICH-L,0,0,0,1,0,1,0,2,0,4,-110,103,1.5,-150,10.5,-110,11.5,-110
728,951,V,TOR,TROARK-R,0,1,0,1,1,0,0,2,0,5,115,129,1.5,-150,10.5,-110,10,105
728,952,H,WAS,AVOTH-R,0,0,1,0,0,0,0,0,0,1,-135,-139,-1.5,130,10.5,-110,10,-125
728,955,V,ATL,KWRIGHT-R,0,0,1,0,0,0,1,0,0,2,125,120,1.5,-160,9,-110,8.5,-110
728,956,H,TAM,YCHIRINOS-R,0,0,5,0,0,0,0,0,x,5,-145,-130,-1.5,140,9,-110,8.5,-110
728,957,V,CUB,AMILLS-R,0,0,1,1,1,1,1,1,2,8,-110,119,1.5,-170,10,-110,10.5,-110
728,958,H,CIN,TMAHLE-R,0,0,0,2,0,0,0,1,2,5,-110,-129,-1.5,150,10,-110,10.5,-110
728,959,V,MIL,JLINDBLOM-R,0,0,0,0,0,2,4,0,0,6,-145,-180,-1.5,-120,9.5,-110,10,-110
728,960,H,PIT,DHOLLAND-L,0,0,0,2,0,0,4,2,x,8,125,165,1.5,100,9.5,-110,10,-110
728,961,V,CWS,CRODON-L,0,1,0,0,0,1,0,1,0,3,-105,118,1.5,-165,9.5,-110,10.5,-115
728,962,H,CLE,APLUTKO-R,3,0,0,2,0,0,0,0,x,5,-115,-128,-1.5,145,9.5,-110,10.5,-105
728,963,V,KAN,KZIMMER-R,0,0,3,0,0,0,0,0,0,3,100,-105,1.5,-185,10.5,-110,10.5,-110
728,964,H,DET,RGARCIA-R,0,0,4,0,0,0,0,0,x,4,-110,-105,-1.5,165,10.5,-110,10.5,-110
728,967,V,NYM,DPETERSON-L,0,3,0,0,2,0,0,3,0,8,-115,-112,-1.5,130,11.5,-110,11.5,-120
728,968,H,BOS,MHALL-L,0,0,1,0,0,1,0,0,1,3,105,102,1.5,-150,11.5,-110,11.5,100
728,969,V,STL,CMARTINEZ-R,0,0,0,0,2,0,0,1,0,3,115,132,1.5,-150,10,-110,10.5,-110
728,970,H,MIN,HBAILEY-R,0,5,0,1,0,0,0,0,x,6,-135,-142,-1.5,130,10,-110,10.5,-110
728,971,V,ARI,MKELLY-R,3,0,0,0,0,1,0,0,0,4,100,-106,1.5,-200,9.5,-110,9,-110
728,972,H,TEX,KGIBSON-R,0,0,0,0,0,0,1,0,0,1,-120,-104,-1.5,175,9.5,-110,9,-110
728,973,V,LAD,WBUEHLER-R,0,0,0,0,5,0,0,0,0,5,-145,-144,-1.5,100,9,-110,10,-105
728,974,H,HOU,FVALDEZ-L,0,1,0,1,0,0,0,0,0,2,125,134,1.5,-120,9,-110,10,-115
728,975,V,SEA,JSHEFFIELD-L,0,0,0,1,1,0,0,0,0,2,155,170,1.5,-120,9,-110,9,-110
728,976,H,LAA,PSANDOVAL-L,0,0,2,3,1,2,0,2,x,10,-180,-185,-1.5,100,9,-110,9,-110
728,977,V,COL,ASENZATELA-R,0,0,1,2,2,0,0,3,0,8,-145,148,1.5,-135,10,-110,9.5,-105
728,978,H,OAK,DMENGDEN-R,0,0,1,0,1,0,0,1,0,3,125,-158,-1.5,115,10,-110,9.5,-115
728,979,V,SDG,ZDAVIES-R,0,0,3,2,0,0,0,0,0,5,-150,-148,-1.5,110,8,-110,9,-105
728,980,H,SFO,JSAMARDZIJA-R,1,0,0,0,0,2,0,0,0,3,135,138,1.5,-130,8,-110,9,-115
728,981,V,CWS,DCEASE-R,0,0,1,0,1,0,0,0,1,3,135,119,1.5,-170,9.5,-110,9,-120
728,982,H,CLE,ACIVALE-R,2,1,1,0,0,0,0,0,x,4,-150,-129,-1.5,150,9.5,-110,9,100
729,901,V,COL,GMARQUEZ-R,0,1,0,1,0,0,0,1,2,5,110,127,1.5,-155,9,-110,8,-105
729,902,H,OAK,FMONTAS-R,1,0,0,0,0,0,0,0,0,1,-130,-137,-1.5,135,9,-110,8,-115
729,903,V,ARI,MBUMGARNER-L,0,0,0,0,0,0,2,2,0,4,120,110,1.5,-185,8.5,-110,8,-105
729,904,H,TEX,LLYNN-R,0,0,0,1,1,0,0,5,0,7,-140,-120,-1.5,165,8.5,-110,8,-115
729,905,V,CWS,LGIOLITO-R,0,0,0,0,0,0,0,0,4,4,-110,-114,-1.5,135,9,-110,9.5,100
729,906,H,CLE,ZPLESAC-R,0,0,0,0,0,0,0,0,0,0,-110,104,1.5,-155,9,-110,9.5,-120
729,907,V,WAS,MSCHERZER-R,0,0,0,0,0,0,0,0,0,4,-165,-174,-1.5,-110,9,-110,8.5,-125
729,908,H,TOR,NPEARSON-R-L,0,0,0,0,0,0,0,0,0,0,144,162,1.5,-110,9,-110,8.5,105
729,909,V,CUB,KHENDRICKS-R,0,0,0,0,0,0,5,0,2,7,105,100,1.5,-190,9.5,-110,9,-130
729,910,H,CIN,SGRAY-R,0,0,0,2,7,0,3,0,0,12,-125,-110,-1.5,170,9.5,-110,9,110
729,915,V,MIL,BWOODRUFF-R,0,0,2,0,0,1,0,0,0,3,-175,-143,-1.5,105,9,-110,8.5,-125
729,916,H,PIT,JMUSGROVE-R,0,0,0,0,0,0,0,0,0,0,151,133,1.5,-125,9,-110,8.5,105
729,917,V,LAD,DMAY-R,0,1,0,0,0,0,0,0,0,4,-130,-140,-1.5,100,10,-110,10,-105
729,918,H,HOU,CJAVIER-R,0,1,0,0,0,0,0,0,0,2,118,130,1.5,-120,10,-110,10,-115
729,919,V,BOS,NEOVALDI-R,0,0,0,2,0,0,1,3,0,6,170,180,1.5,-120,8,-110,7.5,-110
729,920,H,NYM,JDEGROM-R,1,0,0,0,1,1,0,1,1,5,-200,-200,-1.5,100,8,-110,7.5,-110
729,921,V,TAM,CMORTON-R,0,0,0,0,1,3,0,0,0,4,120,115,1.5,-175,8.5,-110,8.5,100
729,922,H,ATL,MSOROKA-R,0,0,2,0,0,3,2,0,0,7,-140,-125,-1.5,155,8.5,-110,8.5,-120
729,923,V,KAN,DDUFFY-L,1,1,2,0,0,0,0,0,0,4,110,110,1.5,-180,9,-110,9.5,-115
729,924,H,DET,MBOYD-L,0,0,1,0,3,0,1,0,0,5,-130,-120,-1.5,160,9,-110,9.5,-105
729,925,V,STL,DPONCEDELEON-R,0,0,0,0,0,0,0,0,0,0,130,146,1.5,-135,10,-110,10,-105
729,926,H,MIN,RHILL-L,1,0,0,2,0,0,0,0,0,3,-150,-156,-1.5,115,10,-110,10,-115
729,927,V,SDG,CPADDACK-R,0,0,2,4,0,0,0,0,0,6,-165,-180,-1.5,-115,7.5,-110,7.5,-110
729,928,H,SFG,JCUETO-R,0,1,1,0,0,1,0,3,1,7,144,165,1.5,-105,7.5,-110,7.5,-110
729,929,V,SEA,JDUNN-R,0,0,0,1,0,5,2,2,0,10,160,240,1.5,115,9,-110,9,100
729,930,H,LAA,AHEANEY-L,0,0,0,3,1,3,0,0,0,7,-185,-270,-1.5,-135,9,-110,9,-120
729,931,V,NYY,GCOLE-R,2,0,3,0,0,2,0,0,2,9,-350,-360,-1.5,-230,9,-110,9,-115
729,932,H,BAL,AWOJCIECHOWSKI-R,1,0,0,0,0,0,2,0,0,3,304,310,1.5,200,9,-110,9,-105
730,953,V,WAS,EFEDDE-R,0,0,2,2,1,0,0,1,0,6,118,140,1.5,-140,9,-110,9.5,-115
730,954,H,TOR,HRYU-L,1,0,0,1,0,0,1,1,0,4,-131,-150,-1.5,120,9,-110,9.5,-105
730,959,V,KAN,BSINGER-R,1,1,0,0,0,0,1,2,0,5,-110,-149,-1.5,-110,10,-110,9.5,-115
730,960,H,DET,INOVA-R,1,0,0,1,0,0,0,1,0,3,-110,139,1.5,-110,10,-110,9.5,-105
730,961,V,TAM,RYARBROUGH-L,0,0,0,0,0,0,1,0,0,1,110,139,1.5,-150,8.5,-110,9,100
730,962,H,ATL,MFRIED-L,0,2,0,0,0,0,0,0,x,2,-130,-149,-1.5,130,8.5,-110,9,-120
730,963,V,BOS,MPEREZ-L,0,1,0,2,0,0,0,0,1,4,148,152,1.5,-130,9,-110,9.5,-115
730,964,H,NYM,SMATZ-L,0,0,2,0,0,0,0,0,0,2,-170,-162,-1.5,110,9,-110,9.5,-105
730,965,V,CLE,SBIEBER-R,0,0,2,0,0,0,0,0,0,2,-115,113,1.5,-185,9,-110,8.5,-105
730,966,H,MIN,JBERRIOS-R,0,0,0,0,0,0,0,0,0,0,-105,-123,-1.5,165,9,-110,8.5,-115
730,967,V,LAD,RSTRIPLING-R,3,1,0,0,1,1,0,0,0,6,-161,-157,-1.5,-105,9,-110,9.5,-110
730,968,H,ARI,RRAY-L,0,0,1,0,0,2,0,0,0,3,141,147,1.5,-115,9,-110,9.5,-110
730,969,V,SEA,MGONZALES-L,3,0,0,0,0,0,0,0,5,8,172,163,1.5,-135,9,-110,9,100
730,970,H,LAA,DBUNDY-R,0,0,0,0,2,0,0,0,3,5,-205,-175,-1.5,115,9,-110,9,-120
730,971,V,SDG,DLAMET-R,0,0,1,2,0,2,1,0,0,12,-170,-160,-1.5,-110,8.5,-110,8,-105
730,972,H,SFO,UNDECIDED,0,0,0,0,1,0,3,2,0,7,148,150,1.5,-110,8.5,-110,8,-115
730,973,V,NYY,JHAPP-L,5,0,0,0,0,0,0,0,3,8,-210,-240,-1.5,-165,10,-110,11,100
730,974,H,BAL,JMEANS-L,2,2,0,0,0,0,0,2,0,6,176,210,1.5,145,10,-110,11,-120
731,905,V,TAM,BSNELL-L,1,0,1,0,1,0,0,0,0,3,-220,-188,-1.5,-125,9.5,-110,8.5,-105
731,906,H,BAL,ACOBB-R,0,0,0,3,1,0,1,1,x,6,196,173,1.5,105,9.5,-110,8.5,-115
731,907,V,BOS,RWEBER-R,0,0,1,0,0,0,0,0,0,1,213,165,1.5,-110,10.5,-110,10.5,100
731,908,H,NYY,JMONTGOMERY-L,0,0,2,1,0,0,0,2,x,5,-240,-180,-1.5,-110,10.5,-110,10.5,-120
731,909,V,CIN,LCASTILLO-R,0,0,0,0,2,0,0,0,0,2,-145,-170,-1.5,-115,9,-110,8.5,-110
731,910,H,DET,STURNBULL-R,0,0,1,0,2,0,2,2,x,7,131,160,1.5,-105,9,-110,8.5,-110
731,911,V,NYM,RPORCELLO-R,0,0,0,2,6,2,0,0,0,10,135,117,1.5,-160,10,-110,10.5,-115
731,912,H,ATL,SNEWCOMB-L,2,0,0,0,3,1,0,5,x,11,-150,-127,-1.5,140,10,-110,10.5,-105
731,915,V,CWS,DKEUCHEL-L,0,3,0,0,0,0,0,0,0,3,-140,-160,-1.5,-115,10,-110,9.5,100
731,916,H,KAN,KBUBIC-L,0,0,1,0,0,1,0,0,0,2,126,150,1.5,-105,10,-110,9.5,-120
731,917,V,CLE,MCLEVINGER-R,0,0,0,0,0,1,0,0,0,1,-126,-114,-1.5,135,8.5,-110,9,-115
731,918,H,MIN,RDOBNAK-R,3,1,0,0,0,0,0,0,x,4,114,104,1.5,-155,8.5,-110,9,-105
731,919,V,SDG,GRICHARDS-R,0,0,0,0,0,3,1,0,4,8,110,-108,1.5,-190,11.5,-110,11.5,-115
731,920,H,COL,JGRAY-R,2,0,0,0,0,2,1,0,2,7,-120,-102,-1.5,170,11.5,-110,11.5,-105
731,921,V,PIT,TWILLIAMS-R,0,0,0,0,0,0,0,1,2,3,162,180,1.5,-120,8.5,-110,8.5,-115
731,922,H,CUB,YDARVISH-R,0,0,1,1,2,0,0,2,x,6,-180,-200,-1.5,100,8.5,-110,8.5,-105
731,923,V,HOU,LMCCULLERSJR-R,0,4,0,1,1,0,2,0,1,9,-150,-180,-1.5,-125,9.5,-110,9.5,-105
731,924,H,LAA,MANDRIESE-R,0,0,1,3,0,0,1,1,0,6,135,165,1.5,105,9.5,-110,9.5,-115
731,925,V,TEX,MMINOR-L,1,0,1,0,0,0,0,0,0,2,-155,-122,-1.5,125,8,-110,8,-115
731,926,H,SFO,LWEBB-R,0,1,0,0,3,2,3,0,x,9,140,112,1.5,-145,8,-110,8,-105
731,927,V,LAD,TGONSOLIN-R,0,0,0,1,1,0,0,1,0,3,-140,-122,-1.5,115,9.5,-110,9.5,-105
731,928,H,ARI,ZGALLEN-R,0,0,0,0,0,1,0,4,x,5,126,112,1.5,-135,9.5,-110,9.5,-115
731,929,V,OAK,SMANAEA-L,0,0,0,0,0,0,0,3,0,3,-175,-194,-1.5,-130,9,-110,9.5,100
731,930,H,SEA,TWALKER-R,0,0,0,3,2,0,0,0,x,5,157,177,1.5,110,9,-110,9.5,-120
801,957,V,CWS,GGONZALEZ-L,4,1,0,0,2,0,0,0,4,11,-135,-135,-1.5,110,10,-110,10.5,105
801,958,H,KAN,RBOLANOS-R,0,0,0,0,0,3,1,0,1,5,115,125,1.5,-130,10,-110,10.5,-125
801,959,V,TAM,TGLASNOW-R,0,0,0,0,0,1,0,3,0,4,-220,-240,-1.5,-150,9,-110,9,100
801,960,H,BAL,WLEBLANC-L,0,0,0,2,0,2,0,0,0,5,184,210,1.5,130,9,-110,9,-120
801,961,V,CLE,CCARRASCO-R,0,0,0,0,0,0,0,0,0,0,100,116,1.5,-165,9,-110,8.5,-115
801,962,H,MIN,KMAEDA-R,0,0,1,1,1,0,0,0,0,3,-120,-126,-1.5,145,9,-110,8.5,-105
801,963,V,NYM,MWACHA-R,0,0,0,0,1,0,0,0,0,1,105,103,1.5,-185,10,-110,10.5,-110
801,964,H,ATL,TTOUSSAINT-R,2,3,0,0,1,1,0,0,0,7,-125,-113,-1.5,165,10,-110,10.5,-110
801,967,V,HOU,ZGREINKE-R,0,0,0,0,0,0,1,0,3,4,-165,-145,-1.5,100,9,-110,9,-115
801,968,H,LAA,GCANNING-R,0,0,0,0,0,2,0,1,1,5,144,135,1.5,-120,9,-110,9,-105
801,969,V,BOS,ZGODLEY-R,0,0,2,0,0,0,0,0,0,2,207,170,1.5,-110,10,-110,10,-115
