bpid,mlbid,Name,Age,Team,WARP,DRA-,DRA,DRA SD,cFIP,G,GS,GR,IP,W,L,SV,ERA,RA9,FIP,WHIP,K%,BB%,K/BB,Whiff%
71017,596001,Jakob Junis,24,KC,0.7,108,5.09,0.69,106,20,16,4,98.3,9,3,0,4.3,4.76,4.55,1.28,19,5.9,3.2,22
67891,595032,Chase Whitley,28,TB,0.7,107,5.01,0.68,112,41,0,41,57.3,2,1,2,4.08,4.55,3.56,1.12,18.1,6.7,2.7,27.2
50258,502381,Luke Gregerson,33,HOU,0.7,81,3.83,0.64,84,65,0,65,61,2,3,1,4.57,4.57,4.62,1.34,26.6,7.6,3.5,35.3
68444,547179,Michael Lorenzen,25,CIN,0.7,86,4.04,0.6,87,70,0,70,83,8,4,2,4.45,4.66,4.01,1.35,22.2,9.4,2.4,24.5
100324,608718,Brent Suter,27,MIL,0.7,98,4.61,0.63,99,22,14,8,81.7,3,2,0,3.42,3.64,3.75,1.29,18.8,6.5,2.9,21.6
103721,640455,Sean Manaea,25,OAK,0.7,108,5.06,0.62,100,29,29,0,158.7,12,10,0,4.37,4.99,4.1,1.4,20.2,7.9,2.5,25.4
101658,624586,James Hoyt,30,HOU,0.7,73,3.43,0.77,77,43,0,43,49.3,1,0,0,4.38,4.38,3.3,1.32,31.3,6.6,4.7,36.3
45621,450172,Edinson Vólquez,33,MIA,0.7,108,5.07,0.62,111,17,17,0,92.3,4,8,0,4.19,4.48,4.35,1.42,20.4,13.4,1.5,22.7
58441,543521,Collin McHugh,30,HOU,0.7,112,5.24,0.95,107,12,12,0,63.3,5,2,0,3.55,3.84,3.82,1.29,22.9,7.4,3.1,27.7
59179,458677,Justin Wilson,29,,0.7,74,3.46,0.58,83,65,0,65,58,4,4,13,3.41,3.57,3.38,1.29,32.3,14.1,2.3,29.1
42750,448306,James Shields,35,CWS,0.7,120,5.62,0.86,118,21,21,0,117,5,7,0,5.23,5.54,5.83,1.44,20,10.3,1.9,24.7
68804,595014,Blake Treinen,29,,0.7,89,4.21,0.47,85,72,0,72,75.7,3,6,16,3.93,4.16,3.42,1.39,22.8,7.7,3,28.4
104719,656186,Dan Altavilla,24,SEA,0.7,85,4.01,0.72,93,41,0,41,46.7,1,1,0,4.24,5.21,4.79,1.35,25.6,9.9,2.6,29.7
100261,608337,Lucas Giolito,22,CWS,0.7,98,4.59,0.72,104,7,7,0,45.3,3,3,0,2.38,2.78,4.94,0.95,19,6.7,2.8,22.6
68414,519443,Brandon Workman,28,BOS,0.7,92,4.3,0.71,97,33,0,33,39.7,1,1,0,3.18,3.86,4.49,1.21,22.8,6.8,3.4,24.3
65801,502043,Kyle Gibson,29,MIN,0.7,123,5.76,0.66,108,29,29,0,158,12,10,0,5.07,5.3,4.85,1.53,17.5,8.7,2,23.3
55695,446399,Brett Cecil,30,STL,0.6,83,3.92,0.61,86,73,0,73,67.3,2,4,1,3.88,4.14,3.26,1.23,23.8,5.8,4.1,27.4
67139,592815,Sam Tuivailala,24,STL,0.6,90,4.24,0.68,94,37,0,37,42.3,3,3,0,2.55,2.55,3.7,1.09,19.9,6.4,3.1,23.7
49107,448614,Carlos Torres,34,MIL,0.6,110,5.15,0.78,109,67,0,67,72.7,4,4,1,4.21,4.58,4.89,1.53,17.4,10.2,1.7,21.3
67869,594992,Kevin Shackelford,28,CIN,0.6,74,3.49,0.88,79,26,0,26,30.7,0,0,0,4.7,4.7,4.79,1.4,28.1,9.6,2.9,31.8
65855,518452,Chad Bettis,28,COL,0.6,107,5.05,0.77,106,9,9,0,46.3,2,4,0,5.05,5.24,4.88,1.36,15,5.5,2.7,20.5
58715,544150,Albert Suárez,27,SF,0.6,91,4.26,0.78,95,18,0,18,31.7,0,3,1,5.12,5.12,3.79,1.23,25.2,8.1,3.1,28.3
100323,608717,Chris Stratton,26,SF,0.6,106,4.96,0.8,104,13,10,3,58.7,4,4,1,3.68,3.84,4.01,1.48,19.9,10.9,1.8,22.2
57827,543144,Danny Farquhar,30,,0.6,106,4.99,0.67,110,52,0,52,49.3,4,2,0,4.2,4.2,4.07,1.36,20.9,13,1.6,28.8
48219,459429,Jake McGee,30,COL,0.6,85,4.01,0.63,89,62,0,62,57.3,0,2,3,3.61,3.61,2.93,1.1,25.3,7,3.6,20.8
55725,518553,Steve Cishek,31,,0.6,90,4.21,0.51,90,49,0,49,44.7,3,2,1,2.01,2.01,3.34,0.9,23.6,8,2.9,26.1
68086,595918,A.J. Cole,25,WSH,0.6,108,5.08,0.83,111,11,8,3,52,3,5,0,3.81,3.98,5.2,1.5,19.2,11.8,1.6,24.4
100322,608716,Drew Steckenrider,26,MIA,0.6,63,2.96,0.78,71,37,0,37,34.7,1,1,1,2.34,3.38,3.1,1.38,35.8,11.9,3,29.6
51059,501817,Tony Barnette,33,TEX,0.6,94,4.41,0.72,94,50,0,50,57.3,2,1,2,5.49,5.65,4.01,1.5,22.6,8.7,2.6,29.8
67604,593974,Wandy Peralta,25,CIN,0.6,86,4.04,0.57,90,69,0,69,64.7,3,4,0,3.76,3.9,4.16,1.19,21.7,9.1,2.4,31.6
106414,664208,Phil Maton,24,SD,0.6,82,3.87,0.74,88,46,0,46,43,3,2,1,4.19,4.81,5.09,1.28,25.6,7.8,3.3,28.8
70921,596071,Dillon Peters,24,MIA,0.6,108,5.06,1.06,98,6,6,0,31.3,1,2,0,5.17,5.17,4.69,1.63,19.4,13.7,1.4,24.8
59166,451661,Josh Fields,31,LAD,0.6,92,4.34,0.66,104,57,0,57,57,5,0,2,2.84,3,4.18,0.96,26.9,6.7,4,26.3
103071,642564,Francis Martes,21,HOU,0.6,87,4.1,0.76,91,32,4,28,54.3,5,2,0,5.8,6.63,4.45,1.51,27.7,12.4,2.2,30.5
68438,544928,Tyler Lyons,29,STL,0.5,74,3.48,0.62,79,50,0,50,54,4,1,3,2.83,2.83,2.86,1.09,30.9,9.1,3.4,27.5
66311,570632,José Ureña,25,MIA,0.5,110,5.19,0.59,120,34,28,6,169.7,14,7,0,3.82,4.08,5.2,1.27,15.6,8.8,1.8,20
70760,543542,Alex Meyer,27,LAA,0.5,97,4.55,0.77,102,13,13,0,67.3,4,5,0,3.74,4.01,4.14,1.34,25.7,14.4,1.8,28
31635,430661,Dustin McGowan,35,MIA,0.5,102,4.77,0.64,103,63,0,63,77.7,8,2,0,4.75,4.87,4.81,1.34,19.4,8.2,2.4,24.5
103484,643493,Austin Pruitt,27,TB,0.5,111,5.24,0.74,103,30,8,22,83,7,5,1,5.31,5.96,4.27,1.51,17.8,5.9,3,22.3
45622,444857,Scott Feldman,34,CIN,0.5,103,4.85,0.66,104,21,21,0,111.3,7,7,0,4.77,5.01,5.04,1.36,19.7,7.4,2.7,20.6
58082,542953,Buddy Boshers,29,MIN,0.5,101,4.77,0.74,102,38,0,38,35,1,0,0,4.89,5.14,5.19,1.34,18.3,6.5,2.8,24.2
58568,519166,Neil Ramírez,28,,0.5,91,4.27,0.89,103,29,0,29,31.3,0,1,0,7.18,8.62,4.94,1.79,28.8,13.7,2.1,29.6
31714,407822,Jorge De La Rosa,36,ARI,0.5,99,4.66,0.62,101,65,0,65,51.3,3,1,0,4.21,4.21,4.58,1.31,20.5,9.6,2.1,30.7
44014,493157,Koji Uehara,42,CHC,0.5,92,4.31,0.74,101,49,0,49,43,3,4,2,3.98,4.4,3.79,1.16,28.1,6.7,4.2,31.5
68855,595191,Jerad Eickhoff,26,PHI,0.5,105,4.94,0.64,104,24,24,0,128,4,8,0,4.71,5.2,4.3,1.52,20.5,9.2,2.2,21.9
34744,471822,Jumbo Díaz,33,TB,0.5,99,4.65,0.94,105,31,0,31,30,1,4,0,5.7,6,4.52,1.57,20.6,11,1.9,25.7
57047,519096,Dan Otero,32,CLE,0.5,100,4.69,0.59,92,52,0,52,60,3,0,0,2.85,3.45,3.64,1.2,15.7,3.7,4.2,15
68759,594835,Marco Gonzales,25,,0.5,123,5.78,1.06,107,11,8,3,40,1,1,0,6.08,6.08,5.06,1.75,17.3,5.9,2.9,22
60907,572888,Shane Greene,28,DET,0.5,84,3.94,0.57,90,71,0,71,67.7,4,3,9,2.66,2.79,3.84,1.24,25.8,12,2.1,23.3
58507,543606,Jake Odorizzi,27,TB,0.5,108,5.1,0.66,119,28,28,0,143.3,10,8,0,4.14,5.02,5.43,1.24,21,10.1,2.1,25.3
53026,612672,Wei-Yin Chen,31,MIA,0.5,114,5.34,0.85,113,9,5,4,33,2,1,0,3.82,3.82,3.73,1.03,18.9,6.8,2.8,19.4
57473,519043,Matt Moore,28,SF,0.4,115,5.41,0.69,112,32,31,1,174.3,6,15,0,5.52,5.99,4.75,1.53,18.7,8.5,2.2,20
69788,606424,Jarlin García,24,MIA,0.4,98,4.63,0.69,106,68,0,68,53.3,1,2,0,4.73,4.89,4.23,1.2,18.7,7.6,2.5,26.5
50878,501625,José Álvarez,28,LAA,0.4,92,4.3,0.71,98,64,0,64,48.7,0,3,1,3.88,4.25,3.92,1.27,22.2,5.9,3.8,23.8
58241,543022,Tyler Chatwood,27,COL,0.4,103,4.82,0.54,102,33,25,8,147.7,8,15,1,4.69,4.81,4.94,1.44,19,12.2,1.6,24.3
61000,572140,Tyler Skaggs,25,LAA,0.4,125,5.86,0.89,111,16,16,0,85,2,6,0,4.55,4.87,4.56,1.39,20.8,7.7,2.7,20.1
57806,543118,Oliver Drake,30,,0.4,80,3.78,0.62,85,64,0,64,56,3,5,1,4.66,4.98,3.68,1.57,24.7,10,2.5,27.7
49614,493247,Peter Moylan,38,KC,0.4,96,4.49,0.61,98,79,0,79,59.3,0,0,0,3.49,3.94,4,1.1,18.9,10.3,1.8,25.7
65851,518397,Scott Alexander,27,KC,0.4,93,4.38,0.59,84,58,0,58,69,5,4,4,2.48,3,3.23,1.3,20.8,9.9,2.1,29.3
54694,456034,David Price,31,BOS,0.4,106,4.97,0.78,105,16,11,5,74.7,6,3,0,3.38,3.62,3.64,1.19,24,7.6,3.2,26
60841,544836,Enny Romero,26,WSH,0.4,85,3.98,0.74,90,53,0,53,55.7,2,4,2,3.56,4.2,3.86,1.4,26.5,9.4,2.8,27.2
102639,641771,Chad Kuhl,24,PIT,0.4,105,4.95,0.57,103,31,31,0,157.3,8,11,0,4.35,4.63,4.24,1.47,20.9,10.6,2,23.3
37595,462382,Jim Johnson,34,ATL,0.4,95,4.48,0.73,96,61,0,61,56.7,6,3,22,5.56,6.19,4.22,1.48,23.8,9.8,2.4,24.4
105384,596043,Daniel Mengden,24,OAK,0.4,118,5.54,0.92,115,7,7,0,43,3,2,0,3.14,3.35,4.25,1.05,17.2,5.3,3.2,21.4
100591,621295,Nick Wittgren,26,MIA,0.4,95,4.49,0.76,101,38,0,38,42.3,3,1,0,4.68,4.68,3.58,1.39,23.6,7.1,3.3,26.1
70883,607074,Carlos Rodón,24,CWS,0.3,89,4.21,0.65,90,12,12,0,69.3,2,5,0,4.15,4.54,4.69,1.37,25.6,10.4,2.5,25.5
70069,607625,Seth Lugo,27,NYM,0.3,106,4.96,0.7,103,19,18,1,101.3,7,5,0,4.71,5.06,3.95,1.37,19.5,5.7,3.4,20.8
58318,543359,Dan Jennings,30,,0.3,94,4.42,0.53,94,77,0,77,62.7,3,1,0,3.45,3.88,4.72,1.34,19.1,11.6,1.6,21
99954,573124,Taylor Rogers,26,MIN,0.3,102,4.81,0.73,104,69,0,69,55.7,7,3,0,3.07,3.23,4.09,1.31,20.7,8.9,2.3,21
70432,605154,John Brebbia,27,STL,0.3,96,4.5,0.67,108,50,0,50,51.7,0,0,0,2.44,2.61,4.13,0.93,24.4,5.3,4.6,27.2
70438,605195,Kyle Crick,24,SF,0.3,103,4.84,0.82,108,30,0,30,32.3,0,0,0,3.06,3.62,3.9,1.21,20.9,12.7,1.6,25.1
100544,621199,Matt Bowman,26,STL,0.3,96,4.5,0.61,96,75,0,75,58.7,3,6,2,3.99,4.45,3.65,1.19,18.6,7.3,2.6,23.5
69123,501992,Nate Karns,29,KC,0.3,95,4.46,0.81,94,9,8,1,45.3,2,2,0,4.17,4.17,4.48,1.19,27.1,6.9,3.9,29.3
70349,571561,Tony Cingrani,27,,0.3,77,3.62,0.59,85,47,0,47,42.7,0,0,0,4.22,4.64,4.68,1.22,29.5,6.8,4.3,30.8
57996,543339,Daniel Hudson,30,PIT,0.3,93,4.36,0.73,98,71,0,71,61.7,2,7,0,4.38,4.96,4.34,1.46,24.4,12.2,2,28.1
33003,430641,Blaine Boyer,35,BOS,0.3,109,5.12,0.83,107,32,0,32,41.3,1,1,0,4.35,4.35,3.59,1.55,18.5,7.9,2.4,21.9
51654,500872,Gregory Infante,29,CWS,0.3,98,4.59,0.69,103,52,0,52,54.7,2,1,0,3.13,3.29,3.58,1.19,21.6,8.8,2.5,24.3
66339,570666,Luis Cessa,25,NYY,0.3,111,5.21,0.86,109,10,5,5,36,0,3,0,4.75,5.25,5.69,1.47,18.8,10.6,1.8,25.6
99616,543056,Danny Coulombe,27,OAK,0.3,96,4.5,0.58,98,72,0,72,51.7,2,2,0,3.48,3.83,4.16,1.32,17.8,10,1.8,23
60107,572193,Ryan Tepera,29,TOR,0.3,91,4.3,0.61,98,73,0,73,77.7,7,1,2,3.59,4.06,3.75,1.13,25.4,9.7,2.6,29.1
60812,542432,Jose Ramirez,27,ATL,0.3,103,4.86,0.76,108,68,0,68,62,2,3,0,3.19,3.77,4.88,1.19,21.7,11.2,1.9,27.3
45534,430935,Cole Hamels,33,TEX,0.3,109,5.14,0.64,111,24,24,0,148,11,6,0,4.2,4.5,4.62,1.2,17.1,8.6,2,21.6
69377,600917,José Leclerc,23,TEX,0.3,84,3.93,0.74,94,47,0,47,45.7,2,3,2,3.94,4.14,4.49,1.38,30,20,1.5,39
66213,554430,Zack Wheeler,27,NYM,0.3,102,4.78,0.74,101,17,17,0,86.3,3,7,0,5.21,5.53,5.03,1.59,21,10.4,2,21.9
55520,520980,Pedro Báez,29,LAD,0.3,102,4.81,0.77,110,66,0,66,64,3,6,0,2.95,3.38,4.44,1.33,22.9,10.4,2.2,31.8
102544,641427,Alan Busenitz,26,MIN,0.2,106,5,0.73,111,28,0,28,31.7,1,1,0,1.99,2.56,4.2,0.98,19,7.4,2.6,17.2
51061,501822,Chris Hatcher,32,,0.2,93,4.39,0.7,102,49,0,49,59.7,1,2,1,4.22,4.37,4.28,1.32,24.5,8.2,3,29.1
58933,543506,Brandon Maurer,26,,0.2,96,4.53,0.6,99,68,0,68,59.3,3,6,22,6.52,6.52,3.93,1.55,22.1,7.1,3.1,22.5
66039,548357,Christian Bergman,29,SEA,0.2,136,6.4,1.05,125,13,8,5,54,4,5,0,5,5.17,5.82,1.41,14.3,6.5,2.2,16.5
67875,595001,Josh A. Smith,29,OAK,0.2,106,4.96,0.82,107,26,0,26,35,2,1,0,4.89,5.14,4.13,1.43,16.6,9.9,1.7,18.2
1250,276542,Joaquin Benoit,39,,0.2,98,4.6,0.66,106,52,0,52,50.3,1,6,2,4.65,5.01,4.51,1.29,21.6,10.3,2.1,27.7
70376,582494,Robby Scott,27,BOS,0.2,97,4.56,0.7,106,57,0,57,35.7,2,1,0,3.79,4.04,5.32,0.98,22,9.2,2.4,25.7
103737,628333,Odrisamer Despaigne,30,MIA,0.2,123,5.76,0.85,123,18,8,10,58.3,2,3,1,4.01,4.78,4.15,1.39,12.2,9.4,1.3,16.8
102077,608665,Kendall Graveman,26,OAK,0.2,119,5.61,0.71,107,19,19,0,105.3,6,4,0,4.19,4.27,4.33,1.39,15.8,7.2,2.2,17.4
101264,623184,Scott Oberg,27,COL,0.2,90,4.25,0.72,87,66,0,66,58.3,0,1,0,4.94,5.4,3.5,1.61,20.8,9.1,2.3,25.1
70359,571882,Derek Law,26,SF,0.2,107,5.02,0.89,106,41,0,41,37.3,4,1,4,5.06,5.06,4.31,1.58,20.8,8.3,2.5,25.5
71016,605309,Keone Kela,24,TEX,0.2,79,3.72,0.69,90,39,0,39,38.7,4,1,2,2.79,2.79,3.26,0.91,33.8,11.3,3,28.8
100519,621112,Paul Blackburn,23,OAK,0.2,126,5.92,0.81,116,10,10,0,58.7,3,1,0,3.22,3.38,4.38,1.26,9.2,6.7,1.4,13.9
70016,607473,Chasen Bradford,27,NYM,0.2,94,4.41,0.71,96,28,0,28,33.7,2,0,0,3.74,4.54,3.87,1.28,18.9,9.1,2.1,26
46630,448609,Tony Sipp,33,HOU,0.2,90,4.23,0.88,94,46,0,46,37.3,0,1,0,5.79,6.03,5.22,1.39,23.6,9.7,2.4,28.2
69323,600526,José Torres,23,SD,0.2,99,4.67,0.7,105,62,0,62,68.3,7,4,1,4.21,4.48,4.66,1.16,22.2,5.6,3.9,24.3
57985,543331,J.J. Hoover,29,ARI,0.2,80,3.77,0.86,91,52,0,52,41.3,3,1,0,3.92,4.35,4.71,1.77,27.4,13.2,2.1,32.7
66940,592169,Austin Brice,25,CIN,0.2,93,4.39,0.76,95,22,0,22,32.7,0,0,0,4.96,4.96,4.87,1.22,19,5.1,3.7,24.5
68692,592779,Brock Stewart,25,LAD,0.1,110,5.16,0.84,112,17,4,13,34.3,0,0,1,3.41,4.72,4.73,1.37,19.7,12.9,1.5,24.3
58407,543475,Jordan Lyles,26,,0.1,105,4.94,0.62,102,38,5,33,69.7,1,5,0,7.75,7.88,5.68,1.69,17,6.8,2.5,21.8
100188,572403,Drew VerHagen,26,DET,0.1,108,5.08,0.88,102,24,2,22,34.3,0,3,0,5.77,5.77,6.27,1.49,17.2,6.2,2.8,21.3
58075,542947,Richard Bleier,30,BAL,0.1,112,5.29,0.71,101,57,0,57,63.3,2,1,0,1.99,3.27,4.37,1.18,9.8,4.9,2,18.2
65910,519263,A.J. Schugel,28,PIT,0.1,97,4.55,0.75,97,32,0,32,32,4,0,0,1.97,2.25,4,1.41,19.9,10.3,1.9,19.1
58673,543779,Kevin Siegrist,27,,0.1,97,4.57,0.75,102,46,0,46,39.3,1,1,1,4.81,4.81,4.38,1.55,25,12.8,2,26.4
66991,592314,Mike Foltynewicz,25,ATL,0.1,104,4.88,0.53,105,29,28,1,154,10,13,0,4.79,5.03,4.33,1.48,20.7,8.5,2.4,23.2
70334,543964,Tony Zych,26,SEA,0.1,100,4.68,0.74,102,45,0,45,40.7,6,3,1,2.66,2.66,3.99,1.25,20.2,12.1,1.7,23.7
57286,474463,Brett Anderson,29,,0.1,130,6.13,0.88,111,13,13,0,55.3,4,4,0,6.34,6.67,4.1,1.7,15.1,8.4,1.8,21.2
70188,608032,Carlos Estévez,24,COL,0,96,4.53,0.92,98,35,0,35,32.3,5,0,0,5.57,5.85,3.84,1.64,20.8,9.4,2.2,24.6
57557,519326,Hunter Strickland,28,SF,0,103,4.84,0.74,107,68,0,68,61.3,4,3,1,2.64,2.93,3.63,1.43,21.6,10.8,2,25.1
68781,594902,Ben Lively,25,PHI,0,120,5.64,0.72,119,15,15,0,88.7,4,7,0,4.26,4.57,4.97,1.29,14,6.5,2.2,17.8
45140,432934,Chris Young,38,KC,0,130,6.13,1.13,119,14,2,12,30,0,0,0,7.5,8.1,6.22,2.03,14.9,9.5,1.6,26.3
100780,622217,Chris O'Grady,27,MIA,0,103,4.86,0.82,109,13,6,7,33,2,1,0,4.36,4.36,4.64,1.55,20.7,12.4,1.7,21.4
57529,519240,Marc Rzepczynski,31,SEA,0,101,4.75,0.78,96,64,0,64,31.3,2,2,1,4.02,4.6,4.4,1.56,18.2,14.6,1.3,26.6
49706,472551,Fernando Abad,31,BOS,0,98,4.61,0.68,100,48,0,48,43.7,2,1,1,3.3,3.71,3.68,1.24,20.3,7.7,2.6,18.2
46298,445213,Brandon Kintzler,32,,0,109,5.12,0.6,105,72,0,72,71.3,4,3,29,3.03,3.15,3.77,1.15,13.5,5.6,2.4,13.3
103426,643410,Mark Leiter Jr.,26,PHI,0,90,4.21,0.54,93,27,11,16,90.7,3,6,0,4.96,5.86,5.14,1.33,21.3,7.8,2.7,21.6
36564,434628,Jason Hammel,34,KC,0,115,5.41,0.65,108,32,32,0,180.3,8,13,0,5.29,5.44,4.37,1.43,18,6,3,21.6
66423,570810,Lisalverto Bonilla,27,CIN,0,119,5.59,0.91,115,10,4,6,36.7,1,3,0,8.1,8.1,6.43,1.75,16.3,12.8,1.3,25.8
58136,488768,Andrew Cashner,30,TEX,0,123,5.77,0.63,117,28,28,0,166.7,11,11,0,3.4,4.05,4.61,1.32,12.2,9.1,1.3,14.9
52617,452027,Andrew Albers,31,SEA,0,112,5.28,1.11,108,9,6,3,41,5,1,1,3.51,4.83,4.13,1.29,20.8,5.6,3.7,17.2
57948,543278,Blaine Hardy,30,DET,0,107,5.03,1.12,107,35,0,35,33.3,1,0,0,5.94,6.48,5.38,1.77,17.9,8.3,2.2,24.4
100518,621107,Zach Eflin,23,PHI,0,128,6.04,0.88,120,11,11,0,64.3,1,5,0,6.16,6.3,6.1,1.41,12.5,4.3,2.9,15.2
70798,605540,Brandon Woodruff,24,MIL,0,100,4.71,0.69,103,8,8,0,43,2,3,0,4.81,4.81,4.37,1.33,17.4,7.6,2.3,19.2
57550,519294,Josh Smoker,28,NYM,0,74,3.46,0.72,85,54,0,54,56.3,1,2,0,5.11,5.43,4.92,1.7,25.5,12,2.1,31.2
70304,543208,Sam Gaviglio,27,,0,117,5.52,0.73,113,16,13,3,74.3,4,5,0,4.36,4.96,5.81,1.37,15.7,8.3,1.9,17.7
50102,502046,Jeff Locke,29,MIA,-0.1,112,5.24,1.07,108,7,7,0,32,0,5,0,8.16,8.44,4.56,1.78,17.1,9.9,1.7,18.4
56334,518716,Dillon Gee,31,,-0.1,105,4.95,0.75,104,18,4,14,49.3,3,2,1,3.47,4.38,4.76,1.4,19.3,7.1,2.7,23.2
67143,592826,Vince Velasquez,25,PHI,-0.1,92,4.31,0.69,98,15,15,0,72,2,7,0,5.13,5.5,5.52,1.5,21.6,10.8,2,21
47296,445197,Mike Dunn,32,COL,-0.1,87,4.1,0.68,97,68,0,68,50.3,5,1,0,4.47,4.47,4.63,1.41,25.9,12.7,2,26.2
32842,430599,Joe Blanton,36,WSH,-0.1,104,4.87,0.85,107,51,0,51,44.3,2,4,0,5.68,5.89,5.28,1.49,20,6.7,3,28.2
49349,490063,Matt Garza,33,MIL,-0.1,116,5.47,0.71,115,24,22,2,114.7,6,9,0,4.94,5.65,4.91,1.45,15.7,8.9,1.8,18.2
50058,488748,Ryan Buchter,30,,-0.1,95,4.47,0.57,105,71,0,71,65.3,4,3,1,2.89,3.44,4.54,1.07,24.3,9.7,2.5,23.9
102659,641838,Kevin McCarthy,25,KC,-0.1,112,5.26,0.85,106,33,0,33,45,1,0,0,3.2,4.6,3.98,1.4,13.8,6.6,2.1,19.1
68592,592426,Luke Jackson,25,ATL,-0.1,113,5.32,0.78,112,43,0,43,50.7,2,0,0,4.62,4.62,4.24,1.46,14.7,8.5,1.7,22.9
67118,592741,Chasen Shreve,26,NYY,-0.1,86,4.06,0.73,94,44,0,44,45.3,4,1,0,3.77,3.97,4.55,1.32,29.3,12.6,2.3,33.8
66234,570240,Félix Peña,27,CHC,-0.1,100,4.72,1.03,106,25,0,25,34.3,1,0,0,5.24,5.5,5.78,1.54,23.9,11.6,2.1,28.5
49218,446899,Brad Ziegler,37,MIA,-0.1,124,5.83,0.87,108,53,0,53,47,1,4,10,4.79,5.55,3.73,1.55,12.3,7.6,1.6,20.3
45536,433587,Félix Hernández,31,SEA,-0.1,104,4.87,0.68,101,16,16,0,86.7,6,5,0,4.36,4.78,5.02,1.29,21.2,7.1,3,21.6
60611,571871,Ian Krol,26,ATL,-0.1,103,4.82,0.73,104,51,0,51,49,2,2,0,5.33,6.24,5.01,1.45,20.6,9.8,2.1,26.1
100067,571656,Buck Farmer,26,DET,-0.1,119,5.61,1.02,113,11,11,0,48,5,5,0,6.75,7.13,5.05,1.56,22.4,9.1,2.5,26.2
60172,572728,Michael Brady,30,OAK,-0.1,105,4.95,0.94,108,16,0,16,31.7,0,0,0,5.68,6.25,5.56,1.23,17.6,4.4,4,20.7
58459,543548,Tommy Milone,30,,-0.2,120,5.64,0.9,117,17,8,9,48.3,1,3,1,7.63,8.01,6.49,1.63,17.2,6.3,2.7,19.2
67451,593679,Gabriel Ynoa,24,BAL,-0.2,117,5.48,0.93,111,9,4,5,34.7,2,3,0,4.15,4.41,4.31,1.36,17.7,5.4,3.3,21.3
60317,573668,Juan Minaya,26,CWS,-0.2,88,4.13,0.82,94,40,0,40,43.7,3,2,9,4.53,4.53,4.55,1.33,27.7,10.9,2.5,27.1
56957,453265,Tony Watson,32,,-0.2,104,4.88,0.59,103,71,0,71,66.7,7,4,10,3.38,3.51,4.45,1.38,18.2,6.9,2.6,25.2
103391,643354,Donnie Hart,26,BAL,-0.2,111,5.23,0.81,106,51,0,51,43.7,2,0,0,3.71,3.92,4.49,1.4,15.3,6.8,2.2,24.1
100612,621381,Matt Strahm,25,KC,-0.2,103,4.85,1.02,106,24,3,21,34.7,2,5,0,5.45,5.71,5.44,1.5,24,14.3,1.7,25.4
70888,605254,Daniel Gossett,24,OAK,-0.2,124,5.81,0.88,111,18,18,0,91.3,4,11,0,6.11,6.6,5.59,1.61,17.4,7.5,2.3,21.1
60051,543935,Alex Wilson,30,DET,-0.2,113,5.31,0.75,110,66,0,66,60,2,5,2,4.5,5.1,4.17,1.37,16.2,5.8,2.8,18.7
47181,456713,Matt Bush,31,TEX,-0.2,83,3.91,0.81,90,57,0,57,52.3,3,4,10,3.78,5.16,4,1.45,24.2,7.9,3.1,25.2
68643,592612,Josh Osich,28,SF,-0.2,98,4.63,0.78,101,54,0,54,43.3,3,2,0,6.23,6.65,5.21,1.73,21.4,13.4,1.6,22
37381,547874,Hisashi Iwakuma,36,SEA,-0.2,137,6.44,1.18,131,6,6,0,31,0,2,0,4.35,4.65,6.42,1.26,12.5,9.4,1.3,18.8
66570,571951,Bryan Mitchell,26,NYY,-0.2,127,5.96,0.96,112,20,1,19,32.7,1,1,1,5.79,6.61,4.2,1.68,11.1,8.5,1.3,16.7
100368,612434,Miguel Castro,22,BAL,-0.2,115,5.39,0.68,116,39,1,38,66.3,3,3,0,3.53,3.93,4.94,1.22,13.9,10.2,1.4,22.6
58667,533167,Matt Shoemaker,30,LAA,-0.2,111,5.21,0.81,112,14,14,0,77.7,6,3,0,4.52,4.75,5.13,1.3,21.2,8.6,2.5,25.1
66928,592130,Danny Barnes,27,TOR,-0.3,102,4.78,0.69,111,60,0,60,66,3,6,0,3.55,3.55,4.58,1.09,23.4,9.1,2.6,25.2
48314,435400,Jason Motte,35,ATL,-0.3,114,5.36,0.77,116,46,0,46,40.7,1,0,0,3.54,3.54,5.44,1.18,16.3,12,1.4,18.4
100613,621385,Daniel Stumpf,26,DET,-0.3,93,4.38,0.71,98,55,0,55,37.7,0,1,0,3.82,3.82,4.49,1.38,20.6,9.4,2.2,18.4
68637,592593,Justin Nicolino,25,MIA,-0.3,128,6.04,0.86,118,20,8,12,48,2,3,0,5.06,6.19,5.55,1.79,11.4,8.7,1.3,15.5
70551,607229,Robert Gsellman,23,NYM,-0.3,117,5.48,0.64,110,25,22,3,119.7,8,7,0,5.19,6.39,4.89,1.5,14.9,7.7,2,17
66336,570663,Hansel Robles,26,NYM,-0.3,96,4.53,0.74,108,46,0,46,56.7,7,5,0,4.92,4.92,5.13,1.34,24.3,11.7,2.1,24.1
103318,643230,Steven Brault,25,PIT,-0.3,114,5.37,0.94,111,11,4,7,34.7,1,0,1,4.67,5.45,4.34,1.59,14.2,8.6,1.6,18.7
50155,502154,Zack Britton,29,BAL,-0.3,106,4.97,0.76,89,38,0,38,37.3,2,1,15,2.89,2.89,3.4,1.53,18,11.2,1.6,28.1
